date,region,equipment_type,units_active,new_bookings,bulk_units,month,day_of_week,day_of_year,season,is_weekend
2023-10-24,West_Coast,Generator,20,0,0,10,1,297,fall,0
2023-10-24,West_Coast,Compactor,12,0,8,10,1,297,fall,0
2023-10-24,West_Coast,Drill_Rig,87,3,55,10,1,297,fall,0
2023-10-25,Northeast_US,Excavator,33,0,32,10,2,298,fall,0
2023-10-25,Northeast_US,Bulldozer,8,0,8,10,2,298,fall,0
2023-10-25,Northeast_US,Crane,14,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Grader,42,0,34,10,2,298,fall,0
2023-10-25,Northeast_US,Loader,22,0,21,10,2,298,fall,0
2023-10-25,Northeast_US,Dump_Truck,14,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Snow_Remover,0,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Concrete_Mixer,17,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Generator,5,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Compactor,21,0,0,10,2,298,fall,0
2023-10-25,Northeast_US,Drill_Rig,16,0,9,10,2,298,fall,0
2023-10-25,Midwest_US,Excavator,0,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Bulldozer,9,0,8,10,2,298,fall,0
2023-10-25,Midwest_US,Crane,7,7,0,10,2,298,fall,0
2023-10-25,Midwest_US,Grader,13,0,9,10,2,298,fall,0
2023-10-25,Midwest_US,Loader,18,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Dump_Truck,0,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Snow_Remover,0,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Concrete_Mixer,3,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Generator,0,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Compactor,0,0,0,10,2,298,fall,0
2023-10-25,Midwest_US,Drill_Rig,3,0,0,10,2,298,fall,0
2023-10-25,Southeast_US,Excavator,27,0,27,10,2,298,fall,0
2023-10-25,Southeast_US,Bulldozer,73,0,38,10,2,298,fall,0
2023-10-25,Southeast_US,Crane,30,14,0,10,2,298,fall,0
2023-10-25,Southeast_US,Grader,22,0,14,10,2,298,fall,0
2023-10-25,Southeast_US,Loader,24,0,23,10,2,298,fall,0
2023-10-25,Southeast_US,Dump_Truck,7,0,0,10,2,298,fall,0
2023-10-25,Southeast_US,Snow_Remover,0,0,0,10,2,298,fall,0
2023-10-25,Southeast_US,Concrete_Mixer,5,0,0,10,2,298,fall,0
2023-10-25,Southeast_US,Generator,33,0,0,10,2,298,fall,0
2023-10-25,Southeast_US,Compactor,40,0,25,10,2,298,fall,0
2023-10-25,Southeast_US,Drill_Rig,22,0,19,10,2,298,fall,0
2023-10-25,Southwest_US,Excavator,30,0,13,10,2,298,fall,0
2023-10-25,Southwest_US,Bulldozer,11,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Crane,30,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Grader,31,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Loader,33,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Dump_Truck,46,0,19,10,2,298,fall,0
2023-10-25,Southwest_US,Snow_Remover,0,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Concrete_Mixer,1,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Generator,17,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Compactor,6,0,0,10,2,298,fall,0
2023-10-25,Southwest_US,Drill_Rig,64,0,58,10,2,298,fall,0
2023-10-25,West_Coast,Excavator,41,0,40,10,2,298,fall,0
2023-10-25,West_Coast,Bulldozer,82,4,66,10,2,298,fall,0
2023-10-25,West_Coast,Crane,0,0,0,10,2,298,fall,0
2023-10-25,West_Coast,Grader,46,0,38,10,2,298,fall,0
2023-10-25,West_Coast,Loader,20,0,19,10,2,298,fall,0
2023-10-25,West_Coast,Dump_Truck,6,0,5,10,2,298,fall,0
2023-10-25,West_Coast,Snow_Remover,0,0,0,10,2,298,fall,0
2023-10-25,West_Coast,Concrete_Mixer,23,0,0,10,2,298,fall,0
2023-10-25,West_Coast,Generator,20,0,0,10,2,298,fall,0
2023-10-25,West_Coast,Compactor,10,0,8,10,2,298,fall,0
2023-10-25,West_Coast,Drill_Rig,67,0,55,10,2,298,fall,0
2023-10-26,Northeast_US,Excavator,33,0,32,10,3,299,fall,0
2023-10-26,Northeast_US,Bulldozer,8,0,8,10,3,299,fall,0
2023-10-26,Northeast_US,Crane,14,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Grader,42,0,34,10,3,299,fall,0
2023-10-26,Northeast_US,Loader,22,0,21,10,3,299,fall,0
2023-10-26,Northeast_US,Dump_Truck,14,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Snow_Remover,0,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Concrete_Mixer,17,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Generator,5,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Compactor,21,0,0,10,3,299,fall,0
2023-10-26,Northeast_US,Drill_Rig,15,0,9,10,3,299,fall,0
2023-10-26,Midwest_US,Excavator,0,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Bulldozer,9,0,8,10,3,299,fall,0
2023-10-26,Midwest_US,Crane,7,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Grader,10,0,9,10,3,299,fall,0
2023-10-26,Midwest_US,Loader,18,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Dump_Truck,0,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Snow_Remover,0,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Concrete_Mixer,3,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Generator,0,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Compactor,0,0,0,10,3,299,fall,0
2023-10-26,Midwest_US,Drill_Rig,3,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Excavator,27,0,27,10,3,299,fall,0
2023-10-26,Southeast_US,Bulldozer,73,0,38,10,3,299,fall,0
2023-10-26,Southeast_US,Crane,30,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Grader,21,0,14,10,3,299,fall,0
2023-10-26,Southeast_US,Loader,24,0,23,10,3,299,fall,0
2023-10-26,Southeast_US,Dump_Truck,1,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Snow_Remover,0,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Concrete_Mixer,5,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Generator,32,0,0,10,3,299,fall,0
2023-10-26,Southeast_US,Compactor,40,0,25,10,3,299,fall,0
2023-10-26,Southeast_US,Drill_Rig,19,0,19,10,3,299,fall,0
2023-10-26,Southwest_US,Excavator,30,0,13,10,3,299,fall,0
2023-10-26,Southwest_US,Bulldozer,11,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Crane,44,14,0,10,3,299,fall,0
2023-10-26,Southwest_US,Grader,31,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Loader,33,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Dump_Truck,37,0,19,10,3,299,fall,0
2023-10-26,Southwest_US,Snow_Remover,0,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Concrete_Mixer,1,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Generator,17,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Compactor,4,0,0,10,3,299,fall,0
2023-10-26,Southwest_US,Drill_Rig,64,0,58,10,3,299,fall,0
2023-10-26,West_Coast,Excavator,40,0,40,10,3,299,fall,0
2023-10-26,West_Coast,Bulldozer,78,0,65,10,3,299,fall,0
2023-10-26,West_Coast,Crane,0,0,0,10,3,299,fall,0
2023-10-26,West_Coast,Grader,46,0,38,10,3,299,fall,0
2023-10-26,West_Coast,Loader,24,4,19,10,3,299,fall,0
2023-10-26,West_Coast,Dump_Truck,6,0,5,10,3,299,fall,0
2023-10-26,West_Coast,Snow_Remover,0,0,0,10,3,299,fall,0
2023-10-26,West_Coast,Concrete_Mixer,23,0,0,10,3,299,fall,0
2023-10-26,West_Coast,Generator,19,0,0,10,3,299,fall,0
2023-10-26,West_Coast,Compactor,10,0,8,10,3,299,fall,0
2023-10-26,West_Coast,Drill_Rig,67,0,55,10,3,299,fall,0
2023-10-27,Northeast_US,Excavator,33,0,32,10,4,300,fall,0
2023-10-27,Northeast_US,Bulldozer,8,0,8,10,4,300,fall,0
2023-10-27,Northeast_US,Crane,14,0,0,10,4,300,fall,0
2023-10-27,Northeast_US,Grader,35,0,34,10,4,300,fall,0
2023-10-27,Northeast_US,Loader,22,0,21,10,4,300,fall,0
2023-10-27,Northeast_US,Dump_Truck,23,9,9,10,4,300,fall,0
2023-10-27,Northeast_US,Snow_Remover,0,0,0,10,4,300,fall,0
2023-10-27,Northeast_US,Concrete_Mixer,16,0,0,10,4,300,fall,0
2023-10-27,Northeast_US,Generator,5,0,0,10,4,300,fall,0
2023-10-27,Northeast_US,Compactor,21,0,0,10,4,300,fall,0
2023-10-27,Northeast_US,Drill_Rig,18,3,9,10,4,300,fall,0
2023-10-27,Midwest_US,Excavator,0,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Bulldozer,9,0,8,10,4,300,fall,0
2023-10-27,Midwest_US,Crane,7,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Grader,10,0,9,10,4,300,fall,0
2023-10-27,Midwest_US,Loader,18,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Dump_Truck,0,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Snow_Remover,0,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Concrete_Mixer,3,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Generator,0,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Compactor,0,0,0,10,4,300,fall,0
2023-10-27,Midwest_US,Drill_Rig,3,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Excavator,27,0,27,10,4,300,fall,0
2023-10-27,Southeast_US,Bulldozer,74,1,38,10,4,300,fall,0
2023-10-27,Southeast_US,Crane,30,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Grader,17,0,14,10,4,300,fall,0
2023-10-27,Southeast_US,Loader,24,0,23,10,4,300,fall,0
2023-10-27,Southeast_US,Dump_Truck,1,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Snow_Remover,0,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Concrete_Mixer,5,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Generator,32,0,0,10,4,300,fall,0
2023-10-27,Southeast_US,Compactor,40,0,25,10,4,300,fall,0
2023-10-27,Southeast_US,Drill_Rig,19,0,19,10,4,300,fall,0
2023-10-27,Southwest_US,Excavator,30,0,13,10,4,300,fall,0
2023-10-27,Southwest_US,Bulldozer,11,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Crane,44,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Grader,25,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Loader,55,22,0,10,4,300,fall,0
2023-10-27,Southwest_US,Dump_Truck,37,0,19,10,4,300,fall,0
2023-10-27,Southwest_US,Snow_Remover,0,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Concrete_Mixer,1,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Generator,18,1,0,10,4,300,fall,0
2023-10-27,Southwest_US,Compactor,4,0,0,10,4,300,fall,0
2023-10-27,Southwest_US,Drill_Rig,59,0,58,10,4,300,fall,0
2023-10-27,West_Coast,Excavator,42,2,40,10,4,300,fall,0
2023-10-27,West_Coast,Bulldozer,78,0,65,10,4,300,fall,0
2023-10-27,West_Coast,Crane,0,0,0,10,4,300,fall,0
2023-10-27,West_Coast,Grader,64,23,61,10,4,300,fall,0
2023-10-27,West_Coast,Loader,24,0,19,10,4,300,fall,0
2023-10-27,West_Coast,Dump_Truck,5,0,5,10,4,300,fall,0
2023-10-27,West_Coast,Snow_Remover,0,0,0,10,4,300,fall,0
2023-10-27,West_Coast,Concrete_Mixer,23,0,0,10,4,300,fall,0
2023-10-27,West_Coast,Generator,17,0,0,10,4,300,fall,0
2023-10-27,West_Coast,Compactor,10,0,8,10,4,300,fall,0
2023-10-27,West_Coast,Drill_Rig,67,0,55,10,4,300,fall,0
2023-10-28,Northeast_US,Excavator,50,17,32,10,5,301,fall,1
2023-10-28,Northeast_US,Bulldozer,8,0,8,10,5,301,fall,1
2023-10-28,Northeast_US,Crane,14,0,0,10,5,301,fall,1
2023-10-28,Northeast_US,Grader,35,0,34,10,5,301,fall,1
2023-10-28,Northeast_US,Loader,22,0,21,10,5,301,fall,1
2023-10-28,Northeast_US,Dump_Truck,19,0,9,10,5,301,fall,1
2023-10-28,Northeast_US,Snow_Remover,0,0,0,10,5,301,fall,1
2023-10-28,Northeast_US,Concrete_Mixer,16,0,0,10,5,301,fall,1
2023-10-28,Northeast_US,Generator,5,0,0,10,5,301,fall,1
2023-10-28,Northeast_US,Compactor,21,0,0,10,5,301,fall,1
2023-10-28,Northeast_US,Drill_Rig,18,0,9,10,5,301,fall,1
2023-10-28,Midwest_US,Excavator,0,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Bulldozer,9,0,8,10,5,301,fall,1
2023-10-28,Midwest_US,Crane,7,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Grader,10,0,9,10,5,301,fall,1
2023-10-28,Midwest_US,Loader,18,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Dump_Truck,0,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Snow_Remover,0,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Concrete_Mixer,3,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Generator,0,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Compactor,0,0,0,10,5,301,fall,1
2023-10-28,Midwest_US,Drill_Rig,3,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Excavator,27,0,27,10,5,301,fall,1
2023-10-28,Southeast_US,Bulldozer,74,0,38,10,5,301,fall,1
2023-10-28,Southeast_US,Crane,29,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Grader,17,0,14,10,5,301,fall,1
2023-10-28,Southeast_US,Loader,24,0,23,10,5,301,fall,1
2023-10-28,Southeast_US,Dump_Truck,1,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Snow_Remover,0,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Concrete_Mixer,5,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Generator,32,0,0,10,5,301,fall,1
2023-10-28,Southeast_US,Compactor,40,0,25,10,5,301,fall,1
2023-10-28,Southeast_US,Drill_Rig,19,0,19,10,5,301,fall,1
2023-10-28,Southwest_US,Excavator,30,0,13,10,5,301,fall,1
2023-10-28,Southwest_US,Bulldozer,32,21,21,10,5,301,fall,1
2023-10-28,Southwest_US,Crane,44,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Grader,25,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Loader,58,3,0,10,5,301,fall,1
2023-10-28,Southwest_US,Dump_Truck,36,0,19,10,5,301,fall,1
2023-10-28,Southwest_US,Snow_Remover,0,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Concrete_Mixer,1,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Generator,18,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Compactor,3,0,0,10,5,301,fall,1
2023-10-28,Southwest_US,Drill_Rig,59,0,58,10,5,301,fall,1
2023-10-28,West_Coast,Excavator,42,0,40,10,5,301,fall,1
2023-10-28,West_Coast,Bulldozer,76,0,64,10,5,301,fall,1
2023-10-28,West_Coast,Crane,0,0,0,10,5,301,fall,1
2023-10-28,West_Coast,Grader,64,0,61,10,5,301,fall,1
2023-10-28,West_Coast,Loader,24,0,19,10,5,301,fall,1
2023-10-28,West_Coast,Dump_Truck,14,9,5,10,5,301,fall,1
2023-10-28,West_Coast,Snow_Remover,0,0,0,10,5,301,fall,1
2023-10-28,West_Coast,Concrete_Mixer,26,3,0,10,5,301,fall,1
2023-10-28,West_Coast,Generator,25,8,0,10,5,301,fall,1
2023-10-28,West_Coast,Compactor,10,0,8,10,5,301,fall,1
2023-10-28,West_Coast,Drill_Rig,49,0,40,10,5,301,fall,1
2023-10-29,Northeast_US,Excavator,49,0,32,10,6,302,fall,1
2023-10-29,Northeast_US,Bulldozer,8,0,8,10,6,302,fall,1
2023-10-29,Northeast_US,Crane,14,0,0,10,6,302,fall,1
2023-10-29,Northeast_US,Grader,35,0,34,10,6,302,fall,1
2023-10-29,Northeast_US,Loader,22,0,21,10,6,302,fall,1
2023-10-29,Northeast_US,Dump_Truck,18,0,9,10,6,302,fall,1
2023-10-29,Northeast_US,Snow_Remover,0,0,0,10,6,302,fall,1
2023-10-29,Northeast_US,Concrete_Mixer,16,0,0,10,6,302,fall,1
2023-10-29,Northeast_US,Generator,5,0,0,10,6,302,fall,1
2023-10-29,Northeast_US,Compactor,21,0,0,10,6,302,fall,1
2023-10-29,Northeast_US,Drill_Rig,18,0,9,10,6,302,fall,1
2023-10-29,Midwest_US,Excavator,0,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Bulldozer,29,21,29,10,6,302,fall,1
2023-10-29,Midwest_US,Crane,7,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Grader,10,0,9,10,6,302,fall,1
2023-10-29,Midwest_US,Loader,18,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Dump_Truck,0,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Snow_Remover,0,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Concrete_Mixer,3,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Generator,0,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Compactor,0,0,0,10,6,302,fall,1
2023-10-29,Midwest_US,Drill_Rig,3,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Excavator,27,0,27,10,6,302,fall,1
2023-10-29,Southeast_US,Bulldozer,74,0,38,10,6,302,fall,1
2023-10-29,Southeast_US,Crane,29,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Grader,34,17,14,10,6,302,fall,1
2023-10-29,Southeast_US,Loader,24,0,23,10,6,302,fall,1
2023-10-29,Southeast_US,Dump_Truck,1,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Snow_Remover,0,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Concrete_Mixer,5,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Generator,32,0,0,10,6,302,fall,1
2023-10-29,Southeast_US,Compactor,41,1,25,10,6,302,fall,1
2023-10-29,Southeast_US,Drill_Rig,40,21,40,10,6,302,fall,1
2023-10-29,Southwest_US,Excavator,22,0,13,10,6,302,fall,1
2023-10-29,Southwest_US,Bulldozer,22,0,21,10,6,302,fall,1
2023-10-29,Southwest_US,Crane,45,1,0,10,6,302,fall,1
2023-10-29,Southwest_US,Grader,24,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Loader,58,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Dump_Truck,36,0,19,10,6,302,fall,1
2023-10-29,Southwest_US,Snow_Remover,0,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Concrete_Mixer,1,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Generator,18,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Compactor,3,0,0,10,6,302,fall,1
2023-10-29,Southwest_US,Drill_Rig,59,0,58,10,6,302,fall,1
2023-10-29,West_Coast,Excavator,42,0,40,10,6,302,fall,1
2023-10-29,West_Coast,Bulldozer,76,0,64,10,6,302,fall,1
2023-10-29,West_Coast,Crane,0,0,0,10,6,302,fall,1
2023-10-29,West_Coast,Grader,62,0,61,10,6,302,fall,1
2023-10-29,West_Coast,Loader,23,0,19,10,6,302,fall,1
2023-10-29,West_Coast,Dump_Truck,14,0,5,10,6,302,fall,1
2023-10-29,West_Coast,Snow_Remover,0,0,0,10,6,302,fall,1
2023-10-29,West_Coast,Concrete_Mixer,26,0,0,10,6,302,fall,1
2023-10-29,West_Coast,Generator,33,8,0,10,6,302,fall,1
2023-10-29,West_Coast,Compactor,10,0,8,10,6,302,fall,1
2023-10-29,West_Coast,Drill_Rig,44,0,40,10,6,302,fall,1
2023-10-30,Northeast_US,Excavator,49,0,32,10,0,303,fall,0
2023-10-30,Northeast_US,Bulldozer,8,0,8,10,0,303,fall,0
2023-10-30,Northeast_US,Crane,14,0,0,10,0,303,fall,0
2023-10-30,Northeast_US,Grader,35,0,34,10,0,303,fall,0
2023-10-30,Northeast_US,Loader,22,0,21,10,0,303,fall,0
2023-10-30,Northeast_US,Dump_Truck,18,0,9,10,0,303,fall,0
2023-10-30,Northeast_US,Snow_Remover,0,0,0,10,0,303,fall,0
2023-10-30,Northeast_US,Concrete_Mixer,6,0,0,10,0,303,fall,0
2023-10-30,Northeast_US,Generator,5,0,0,10,0,303,fall,0
2023-10-30,Northeast_US,Compactor,21,0,0,10,0,303,fall,0
2023-10-30,Northeast_US,Drill_Rig,18,0,9,10,0,303,fall,0
2023-10-30,Midwest_US,Excavator,0,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Bulldozer,29,0,29,10,0,303,fall,0
2023-10-30,Midwest_US,Crane,7,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Grader,10,0,9,10,0,303,fall,0
2023-10-30,Midwest_US,Loader,18,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Dump_Truck,0,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Snow_Remover,0,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Concrete_Mixer,3,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Generator,0,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Compactor,0,0,0,10,0,303,fall,0
2023-10-30,Midwest_US,Drill_Rig,3,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Excavator,27,0,27,10,0,303,fall,0
2023-10-30,Southeast_US,Bulldozer,74,0,38,10,0,303,fall,0
2023-10-30,Southeast_US,Crane,29,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Grader,34,0,14,10,0,303,fall,0
2023-10-30,Southeast_US,Loader,24,0,23,10,0,303,fall,0
2023-10-30,Southeast_US,Dump_Truck,1,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Snow_Remover,0,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Concrete_Mixer,5,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Generator,32,0,0,10,0,303,fall,0
2023-10-30,Southeast_US,Compactor,43,2,25,10,0,303,fall,0
2023-10-30,Southeast_US,Drill_Rig,40,0,40,10,0,303,fall,0
2023-10-30,Southwest_US,Excavator,22,0,13,10,0,303,fall,0
2023-10-30,Southwest_US,Bulldozer,38,16,37,10,0,303,fall,0
2023-10-30,Southwest_US,Crane,45,0,0,10,0,303,fall,0
2023-10-30,Southwest_US,Grader,30,8,0,10,0,303,fall,0
2023-10-30,Southwest_US,Loader,60,2,0,10,0,303,fall,0
2023-10-30,Southwest_US,Dump_Truck,36,0,19,10,0,303,fall,0
2023-10-30,Southwest_US,Snow_Remover,0,0,0,10,0,303,fall,0
2023-10-30,Southwest_US,Concrete_Mixer,1,0,0,10,0,303,fall,0
2023-10-30,Southwest_US,Generator,34,16,0,10,0,303,fall,0
2023-10-30,Southwest_US,Compactor,8,6,0,10,0,303,fall,0
2023-10-30,Southwest_US,Drill_Rig,49,0,48,10,0,303,fall,0
2023-10-30,West_Coast,Excavator,22,0,20,10,0,303,fall,0
2023-10-30,West_Coast,Bulldozer,76,0,64,10,0,303,fall,0
2023-10-30,West_Coast,Crane,0,0,0,10,0,303,fall,0
2023-10-30,West_Coast,Grader,62,0,61,10,0,303,fall,0
2023-10-30,West_Coast,Loader,23,0,19,10,0,303,fall,0
2023-10-30,West_Coast,Dump_Truck,14,0,5,10,0,303,fall,0
2023-10-30,West_Coast,Snow_Remover,0,0,0,10,0,303,fall,0
2023-10-30,West_Coast,Concrete_Mixer,26,0,0,10,0,303,fall,0
2023-10-30,West_Coast,Generator,33,0,0,10,0,303,fall,0
2023-10-30,West_Coast,Compactor,10,0,8,10,0,303,fall,0
2023-10-30,West_Coast,Drill_Rig,44,0,40,10,0,303,fall,0
2023-10-31,Northeast_US,Excavator,88,39,32,10,1,304,fall,0
2023-10-31,Northeast_US,Bulldozer,8,0,8,10,1,304,fall,0
2023-10-31,Northeast_US,Crane,14,0,0,10,1,304,fall,0
2023-10-31,Northeast_US,Grader,34,0,34,10,1,304,fall,0
2023-10-31,Northeast_US,Loader,22,0,21,10,1,304,fall,0
2023-10-31,Northeast_US,Dump_Truck,18,0,9,10,1,304,fall,0
2023-10-31,Northeast_US,Snow_Remover,0,0,0,10,1,304,fall,0
2023-10-31,Northeast_US,Concrete_Mixer,6,0,0,10,1,304,fall,0
2023-10-31,Northeast_US,Generator,5,0,0,10,1,304,fall,0
2023-10-31,Northeast_US,Compactor,23,2,0,10,1,304,fall,0
2023-10-31,Northeast_US,Drill_Rig,17,0,8,10,1,304,fall,0
2023-10-31,Midwest_US,Excavator,19,19,0,10,1,304,fall,0
2023-10-31,Midwest_US,Bulldozer,29,0,29,10,1,304,fall,0
2023-10-31,Midwest_US,Crane,0,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Grader,10,0,9,10,1,304,fall,0
2023-10-31,Midwest_US,Loader,18,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Dump_Truck,0,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Snow_Remover,0,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Concrete_Mixer,3,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Generator,0,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Compactor,0,0,0,10,1,304,fall,0
2023-10-31,Midwest_US,Drill_Rig,3,0,0,10,1,304,fall,0
2023-10-31,Southeast_US,Excavator,27,0,27,10,1,304,fall,0
2023-10-31,Southeast_US,Bulldozer,54,0,18,10,1,304,fall,0
2023-10-31,Southeast_US,Crane,30,1,0,10,1,304,fall,0
2023-10-31,Southeast_US,Grader,33,0,14,10,1,304,fall,0
2023-10-31,Southeast_US,Loader,36,12,35,10,1,304,fall,0
2023-10-31,Southeast_US,Dump_Truck,1,0,0,10,1,304,fall,0
2023-10-31,Southeast_US,Snow_Remover,0,0,0,10,1,304,fall,0
2023-10-31,Southeast_US,Concrete_Mixer,20,15,0,10,1,304,fall,0
2023-10-31,Southeast_US,Generator,32,0,0,10,1,304,fall,0
2023-10-31,Southeast_US,Compactor,43,0,25,10,1,304,fall,0
2023-10-31,Southeast_US,Drill_Rig,40,0,40,10,1,304,fall,0
2023-10-31,Southwest_US,Excavator,24,2,13,10,1,304,fall,0
2023-10-31,Southwest_US,Bulldozer,38,0,37,10,1,304,fall,0
2023-10-31,Southwest_US,Crane,45,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Grader,30,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Loader,60,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Dump_Truck,35,0,18,10,1,304,fall,0
2023-10-31,Southwest_US,Snow_Remover,0,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Concrete_Mixer,0,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Generator,33,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Compactor,8,0,0,10,1,304,fall,0
2023-10-31,Southwest_US,Drill_Rig,49,0,48,10,1,304,fall,0
2023-10-31,West_Coast,Excavator,22,0,20,10,1,304,fall,0
