date,region,temp_c,precipitation_mm,snowfall_mm,season
2023-08-24,Midwest_US,27.2,0.0,0.0,summer
2023-08-25,Midwest_US,23.2,0.0,0.0,summer
2023-08-26,Midwest_US,23.5,26.4,0.0,summer
2023-08-27,Midwest_US,24.3,0.0,0.0,summer
2023-08-28,Midwest_US,23.2,27.9,0.0,summer
2023-08-29,Midwest_US,26.8,0.0,0.0,summer
2023-08-30,Midwest_US,22.9,0.0,0.0,summer
2023-08-31,Midwest_US,22.4,0.0,0.0,summer
2023-09-01,Midwest_US,21.3,3.6,0.0,fall
2023-09-02,Midwest_US,23.4,0.0,0.0,fall
2023-09-03,Midwest_US,21.9,0.0,0.0,fall
2023-09-04,Midwest_US,20.5,2.1,0.0,fall
2023-09-05,Midwest_US,29.1,0.0,0.0,fall
2023-09-06,Midwest_US,22.7,0.0,0.0,fall
2023-09-07,Midwest_US,17.9,0.0,0.0,fall
2023-09-08,Midwest_US,23.2,0.0,0.0,fall
2023-09-09,Midwest_US,23.4,2.0,0.0,fall
2023-09-10,Midwest_US,19.3,0.0,0.0,fall
2023-09-11,Midwest_US,19.3,0.0,0.0,fall
2023-09-12,Midwest_US,21.4,0.0,0.0,fall
2023-09-13,Midwest_US,21.6,31.4,0.0,fall
2023-09-14,Midwest_US,17.2,34.0,0.0,fall
2023-09-15,Midwest_US,21.2,16.1,0.0,fall
2023-09-16,Midwest_US,21.2,0.0,0.0,fall
2023-09-17,Midwest_US,21.5,0.0,0.0,fall
2023-09-18,Midwest_US,25.2,0.0,0.0,fall
2023-09-19,Midwest_US,16.7,27.2,0.0,fall
2023-09-20,Midwest_US,21.9,9.0,0.0,fall
2023-09-21,Midwest_US,24.4,0.0,0.0,fall
2023-09-22,Midwest_US,16.7,0.0,0.0,fall
2023-09-23,Midwest_US,13.6,0.0,0.0,fall
2023-09-24,Midwest_US,18.6,0.0,0.0,fall
2023-09-25,Midwest_US,14.3,0.0,0.0,fall
2023-09-26,Midwest_US,12.8,0.0,0.0,fall
2023-09-27,Midwest_US,20.8,0.0,0.0,fall
2023-09-28,Midwest_US,14.4,0.0,0.0,fall
2023-09-29,Midwest_US,13.5,5.3,0.0,fall
2023-09-30,Midwest_US,19.9,0.0,0.0,fall
2023-10-01,Midwest_US,12.4,22.0,0.0,fall
2023-10-02,Midwest_US,18.0,0.0,0.0,fall
2023-10-03,Midwest_US,15.9,0.0,0.0,fall
2023-10-04,Midwest_US,16.0,0.0,0.0,fall
2023-10-05,Midwest_US,17.2,0.0,0.0,fall
2023-10-06,Midwest_US,14.0,0.0,0.0,fall
2023-10-07,Midwest_US,15.5,0.0,0.0,fall
2023-10-08,Midwest_US,11.8,0.0,0.0,fall
2023-10-09,Midwest_US,8.4,0.0,0.0,fall
2023-10-10,Midwest_US,15.6,0.0,0.0,fall
2023-10-11,Midwest_US,14.4,23.8,0.0,fall
2023-10-12,Midwest_US,10.1,0.0,0.0,fall
2023-10-13,Midwest_US,11.5,0.0,0.0,fall
2023-10-14,Midwest_US,16.1,18.7,0.0,fall
2023-10-15,Midwest_US,8.3,0.0,0.0,fall
2023-10-16,Midwest_US,8.9,13.6,0.0,fall
2023-10-17,Midwest_US,7.7,29.6,0.0,fall
2023-10-18,Midwest_US,9.9,28.5,0.0,fall
2023-10-19,Midwest_US,9.5,0.0,0.0,fall
2023-10-20,Midwest_US,13.3,0.0,0.0,fall
2023-10-21,Midwest_US,9.1,22.5,0.0,fall
2023-10-22,Midwest_US,6.7,7.7,0.0,fall
2023-10-23,Midwest_US,13.3,0.0,0.0,fall
2023-10-24,Midwest_US,8.8,6.6,0.0,fall
2023-10-25,Midwest_US,7.5,0.0,0.0,fall
2023-10-26,Midwest_US,10.0,0.0,0.0,fall
2023-10-27,Midwest_US,7.2,36.0,0.0,fall
2023-10-28,Midwest_US,11.7,0.0,0.0,fall
2023-10-29,Midwest_US,7.2,20.4,0.0,fall
2023-10-30,Midwest_US,8.0,0.0,0.0,fall
2023-10-31,Midwest_US,3.3,0.0,0.0,fall
2023-11-01,Midwest_US,3.0,0.0,20.5,fall
2023-11-02,Midwest_US,7.1,0.0,26.7,fall
2023-11-03,Midwest_US,6.0,0.0,0.0,fall
2023-11-04,Midwest_US,6.8,2.3,11.8,fall
2023-11-05,Midwest_US,4.4,0.0,0.0,fall
2023-11-06,Midwest_US,5.6,12.1,29.8,fall
2023-11-07,Midwest_US,1.4,0.0,0.0,fall
2023-11-08,Midwest_US,2.6,0.0,0.0,fall
2023-11-09,Midwest_US,1.4,0.0,3.0,fall
2023-11-10,Midwest_US,8.2,0.0,0.0,fall
2023-11-11,Midwest_US,6.7,19.4,0.0,fall
2023-11-12,Midwest_US,6.3,9.2,13.6,fall
2023-11-13,Midwest_US,1.5,0.0,18.0,fall
2023-11-14,Midwest_US,2.1,0.0,0.0,fall
2023-11-15,Midwest_US,-2.4,0.0,0.0,fall
2023-11-16,Midwest_US,3.9,0.0,18.1,fall
2023-11-17,Midwest_US,-2.6,0.0,0.0,fall
2023-11-18,Midwest_US,1.2,0.0,0.0,fall
2023-11-19,Midwest_US,1.3,12.3,0.0,fall
2023-11-20,Midwest_US,1.8,0.0,0.0,fall
2023-11-21,Midwest_US,-0.3,25.0,0.0,fall
2023-11-22,Midwest_US,0.5,26.0,24.6,fall
2023-11-23,Midwest_US,1.7,0.0,0.0,fall
2023-11-24,Midwest_US,0.4,0.0,0.0,fall
2023-11-25,Midwest_US,-6.5,0.0,11.3,fall
2023-11-26,Midwest_US,-3.6,33.5,0.0,fall
2023-11-27,Midwest_US,-1.9,0.0,0.0,fall
2023-11-28,Midwest_US,-1.3,0.0,6.4,fall
2023-11-29,Midwest_US,-6.1,0.0,0.0,fall
2023-11-30,Midwest_US,-0.8,21.3,0.0,fall
2023-12-01,Midwest_US,-2.6,0.0,0.0,winter
2023-12-02,Midwest_US,-2.5,0.0,0.0,winter
2023-12-03,Midwest_US,-1.3,0.0,0.0,winter
2023-12-04,Midwest_US,-2.3,0.0,0.0,winter
2023-12-05,Midwest_US,-2.6,24.6,17.0,winter
2023-12-06,Midwest_US,-2.1,0.0,0.0,winter
2023-12-07,Midwest_US,-3.6,0.0,0.0,winter
2023-12-08,Midwest_US,-2.6,0.0,0.0,winter
2023-12-09,Midwest_US,-5.4,0.0,0.0,winter
2023-12-10,Midwest_US,-4.3,4.6,3.0,winter
2023-12-11,Midwest_US,-3.1,0.0,0.0,winter
2023-12-12,Midwest_US,-5.3,0.0,15.5,winter
2023-12-13,Midwest_US,1.1,0.0,11.2,winter
2023-12-14,Midwest_US,-0.7,0.0,0.0,winter
2023-12-15,Midwest_US,-4.2,0.0,3.0,winter
2023-12-16,Midwest_US,-6.1,0.0,3.2,winter
2023-12-17,Midwest_US,-4.5,0.0,0.0,winter
2023-12-18,Midwest_US,-6.3,0.0,0.0,winter
2023-12-19,Midwest_US,-5.2,0.0,23.2,winter
2023-12-20,Midwest_US,-4.2,0.0,16.9,winter
2023-12-21,Midwest_US,-5.3,0.0,0.0,winter
2023-12-22,Midwest_US,-5.1,0.0,0.0,winter
2023-12-23,Midwest_US,-7.0,0.0,17.2,winter
2023-12-24,Midwest_US,-0.4,0.0,0.0,winter
2023-12-25,Midwest_US,-7.3,0.0,10.7,winter
2023-12-26,Midwest_US,-6.8,16.0,27.3,winter
2023-12-27,Midwest_US,-4.0,0.0,13.0,winter
2023-12-28,Midwest_US,-9.1,0.0,0.0,winter
2023-12-29,Midwest_US,-6.6,30.6,11.3,winter
2023-12-30,Midwest_US,-8.0,0.0,0.0,winter
2023-12-31,Midwest_US,-7.5,32.3,0.0,winter
2024-01-01,Midwest_US,-8.3,0.0,20.0,winter
2024-01-02,Midwest_US,-4.1,0.0,0.0,winter
2024-01-03,Midwest_US,-3.3,36.8,12.2,winter
2024-01-04,Midwest_US,-8.4,0.0,26.1,winter
2024-01-05,Midwest_US,-7.5,0.0,15.4,winter
2024-01-06,Midwest_US,-10.2,0.0,11.8,winter
2024-01-07,Midwest_US,-7.8,22.7,0.0,winter
2024-01-08,Midwest_US,-9.3,0.0,10.5,winter
2024-01-09,Midwest_US,-8.8,0.0,6.5,winter
2024-01-10,Midwest_US,-14.2,0.0,7.8,winter
2024-01-11,Midwest_US,-4.9,0.0,0.0,winter
2024-01-12,Midwest_US,-8.2,27.1,0.0,winter
2024-01-13,Midwest_US,-11.9,24.2,0.0,winter
2024-01-14,Midwest_US,-8.9,0.0,4.7,winter
2024-01-15,Midwest_US,-5.6,0.0,0.0,winter
2024-01-16,Midwest_US,-9.7,0.0,0.0,winter
2024-01-17,Midwest_US,-4.8,23.6,8.1,winter
2024-01-18,Midwest_US,-7.8,0.0,0.0,winter
2024-01-19,Midwest_US,-11.7,0.0,0.0,winter
2024-01-20,Midwest_US,-6.6,0.0,0.0,winter
2024-01-21,Midwest_US,-3.0,0.0,24.2,winter
2024-01-22,Midwest_US,-9.1,0.0,0.0,winter
2024-01-23,Midwest_US,-13.4,0.0,0.0,winter
2024-01-24,Midwest_US,-5.1,0.0,0.0,winter
2024-01-25,Midwest_US,-11.8,0.0,27.2,winter
2024-01-26,Midwest_US,-6.2,0.0,17.7,winter
2024-01-27,Midwest_US,-6.5,0.0,14.1,winter
2024-01-28,Midwest_US,-9.9,0.0,0.0,winter
2024-01-29,Midwest_US,-6.2,22.7,6.9,winter
2024-01-30,Midwest_US,-9.4,0.0,0.0,winter
2024-01-31,Midwest_US,-6.5,1.5,0.0,winter
2024-02-01,Midwest_US,-11.1,35.5,0.0,winter
2024-02-02,Midwest_US,-13.0,0.0,5.8,winter
2024-02-03,Midwest_US,-9.2,0.0,0.0,winter
2024-02-04,Midwest_US,-12.6,0.0,0.0,winter
2024-02-05,Midwest_US,-8.4,0.0,0.0,winter
2024-02-06,Midwest_US,-5.8,20.4,0.0,winter
2024-02-07,Midwest_US,-7.5,0.0,0.0,winter
2024-02-08,Midwest_US,-1.1,2.5,0.0,winter
2024-02-09,Midwest_US,-12.2,0.0,0.0,winter
2024-02-10,Midwest_US,-9.6,0.0,22.4,winter
2024-02-11,Midwest_US,-6.9,0.0,0.0,winter
2024-02-12,Midwest_US,-3.3,0.0,0.0,winter
2024-02-13,Midwest_US,-8.0,0.0,19.7,winter
2024-02-14,Midwest_US,-9.3,0.0,0.0,winter
2024-02-15,Midwest_US,-6.2,0.0,0.0,winter
2024-02-16,Midwest_US,-5.7,0.0,0.0,winter
2024-02-17,Midwest_US,-9.7,0.0,0.0,winter
2024-02-18,Midwest_US,0.2,0.0,6.7,winter
2024-02-19,Midwest_US,-4.8,0.0,0.0,winter
2024-02-20,Midwest_US,-6.9,0.0,0.0,winter
2024-02-21,Midwest_US,-5.9,0.0,0.0,winter
2024-02-22,Midwest_US,-0.7,4.0,15.6,winter
2024-02-23,Midwest_US,-6.0,0.0,0.0,winter
2024-02-24,Midwest_US,-5.6,0.0,22.8,winter
2024-02-25,Midwest_US,-5.4,0.0,0.0,winter
2024-02-26,Midwest_US,-5.9,8.1,23.9,winter
2024-02-27,Midwest_US,-0.4,39.4,0.0,winter
2024-02-28,Midwest_US,-4.2,0.0,0.0,winter
2024-02-29,Midwest_US,-6.0,0.0,0.0,winter
2024-03-01,Midwest_US,-0.6,23.5,0.0,spring
2024-03-02,Midwest_US,-2.5,11.3,0.0,spring
2024-03-03,Midwest_US,-3.4,0.0,0.0,spring
2024-03-04,Midwest_US,-0.8,0.0,0.0,spring
2024-03-05,Midwest_US,-3.0,0.0,0.0,spring
2024-03-06,Midwest_US,-3.0,0.0,16.9,spring
2024-03-07,Midwest_US,2.7,0.0,10.8,spring
2024-03-08,Midwest_US,-4.4,21.7,0.0,spring
2024-03-09,Midwest_US,2.6,0.0,0.0,spring
2024-03-10,Midwest_US,-1.1,0.0,9.6,spring
2024-03-11,Midwest_US,2.6,0.0,0.0,spring
2024-03-12,Midwest_US,-4.2,0.0,20.8,spring
2024-03-13,Midwest_US,-0.7,0.0,0.0,spring
2024-03-14,Midwest_US,-3.7,17.0,2.2,spring
2024-03-15,Midwest_US,-0.3,0.0,22.3,spring
2024-03-16,Midwest_US,2.0,24.2,19.3,spring
2024-03-17,Midwest_US,-0.2,38.4,0.0,spring
2024-03-18,Midwest_US,1.5,0.0,18.9,spring
2024-03-19,Midwest_US,-2.2,5.3,0.0,spring
2024-03-20,Midwest_US,4.2,0.0,10.2,spring
2024-03-21,Midwest_US,3.3,0.0,0.0,spring
2024-03-22,Midwest_US,2.5,0.0,0.0,spring
2024-03-23,Midwest_US,0.7,0.0,0.0,spring
2024-03-24,Midwest_US,2.6,0.0,12.9,spring
2024-03-25,Midwest_US,7.7,0.0,3.9,spring
2024-03-26,Midwest_US,5.9,0.0,13.0,spring
2024-03-27,Midwest_US,5.7,0.0,0.0,spring
2024-03-28,Midwest_US,5.0,0.0,14.4,spring
2024-03-29,Midwest_US,4.5,0.0,0.0,spring
2024-03-30,Midwest_US,5.3,0.0,15.9,spring
2024-03-31,Midwest_US,4.9,0.0,6.2,spring
2024-04-01,Midwest_US,9.2,0.0,0.0,spring
2024-04-02,Midwest_US,5.6,0.0,0.0,spring
2024-04-03,Midwest_US,2.5,0.0,0.0,spring
2024-04-04,Midwest_US,8.5,0.0,0.0,spring
2024-04-05,Midwest_US,3.6,9.8,0.0,spring
2024-04-06,Midwest_US,9.3,0.0,0.0,spring
2024-04-07,Midwest_US,9.3,21.9,0.0,spring
2024-04-08,Midwest_US,7.3,0.0,0.0,spring
2024-04-09,Midwest_US,6.3,39.9,0.0,spring
2024-04-10,Midwest_US,6.1,0.0,0.0,spring
2024-04-11,Midwest_US,10.6,0.0,0.0,spring
2024-04-12,Midwest_US,5.1,0.0,0.0,spring
2024-04-13,Midwest_US,12.6,22.6,0.0,spring
2024-04-14,Midwest_US,8.6,0.0,0.0,spring
2024-04-15,Midwest_US,12.6,0.0,0.0,spring
2024-04-16,Midwest_US,12.3,0.0,0.0,spring
2024-04-17,Midwest_US,8.8,0.0,0.0,spring
2024-04-18,Midwest_US,11.2,2.0,0.0,spring
2024-04-19,Midwest_US,11.1,0.0,0.0,spring
2024-04-20,Midwest_US,13.7,0.0,0.0,spring
2024-04-21,Midwest_US,5.1,0.0,0.0,spring
2024-04-22,Midwest_US,11.9,0.0,0.0,spring
2024-04-23,Midwest_US,14.4,0.0,0.0,spring
2024-04-24,Midwest_US,12.7,0.0,0.0,spring
2024-04-25,Midwest_US,11.4,0.0,0.0,spring
2024-04-26,Midwest_US,14.1,0.0,0.0,spring
2024-04-27,Midwest_US,18.1,0.0,0.0,spring
2024-04-28,Midwest_US,11.9,0.0,0.0,spring
2024-04-29,Midwest_US,14.2,0.0,0.0,spring
2024-04-30,Midwest_US,15.3,0.0,0.0,spring
2024-05-01,Midwest_US,20.1,0.0,0.0,spring
2024-05-02,Midwest_US,15.6,0.0,0.0,spring
2024-05-03,Midwest_US,18.8,26.3,0.0,spring
2024-05-04,Midwest_US,15.9,0.0,0.0,spring
2024-05-05,Midwest_US,18.7,0.0,0.0,spring
2024-05-06,Midwest_US,18.2,0.0,0.0,spring
2024-05-07,Midwest_US,19.1,32.9,0.0,spring
2024-05-08,Midwest_US,19.0,0.0,0.0,spring
2024-05-09,Midwest_US,14.6,8.9,0.0,spring
2024-05-10,Midwest_US,21.5,0.0,0.0,spring
2024-05-11,Midwest_US,20.5,0.0,0.0,spring
2024-05-12,Midwest_US,20.6,0.0,0.0,spring
2024-05-13,Midwest_US,20.0,0.0,0.0,spring
2024-05-14,Midwest_US,18.2,7.8,0.0,spring
2024-05-15,Midwest_US,18.9,11.7,0.0,spring
2024-05-16,Midwest_US,17.6,0.0,0.0,spring
2024-05-17,Midwest_US,18.3,10.5,0.0,spring
2024-05-18,Midwest_US,19.0,0.0,0.0,spring
2024-05-19,Midwest_US,18.9,0.0,0.0,spring
2024-05-20,Midwest_US,21.3,0.0,0.0,spring
2024-05-21,Midwest_US,24.0,1.3,0.0,spring
2024-05-22,Midwest_US,19.0,0.0,0.0,spring
2024-05-23,Midwest_US,19.5,0.0,0.0,spring
2024-05-24,Midwest_US,17.2,0.0,0.0,spring
2024-05-25,Midwest_US,21.2,6.6,0.0,spring
2024-05-26,Midwest_US,24.5,7.8,0.0,spring
2024-05-27,Midwest_US,18.8,0.0,0.0,spring
2024-05-28,Midwest_US,20.1,0.0,0.0,spring
2024-05-29,Midwest_US,21.7,33.2,0.0,spring
2024-05-30,Midwest_US,25.3,0.0,0.0,spring
2024-05-31,Midwest_US,26.5,39.5,0.0,spring
2024-06-01,Midwest_US,22.8,0.0,0.0,summer
2024-06-02,Midwest_US,20.7,0.0,0.0,summer
2024-06-03,Midwest_US,23.6,0.0,0.0,summer
2024-06-04,Midwest_US,25.0,3.1,0.0,summer
2024-06-05,Midwest_US,25.1,0.0,0.0,summer
2024-06-06,Midwest_US,22.9,0.0,0.0,summer
2024-06-07,Midwest_US,24.6,0.0,0.0,summer
2024-06-08,Midwest_US,25.3,15.2,0.0,summer
2024-06-09,Midwest_US,26.8,0.0,0.0,summer
2024-06-10,Midwest_US,24.1,0.0,0.0,summer
2024-06-11,Midwest_US,25.7,22.0,0.0,summer
2024-06-12,Midwest_US,24.6,2.1,0.0,summer
2024-06-13,Midwest_US,25.7,18.3,0.0,summer
2024-06-14,Midwest_US,22.3,0.0,0.0,summer
2024-06-15,Midwest_US,28.1,0.0,0.0,summer
2024-06-16,Midwest_US,26.5,5.3,0.0,summer
2024-06-17,Midwest_US,28.2,0.0,0.0,summer
2024-06-18,Midwest_US,29.6,35.8,0.0,summer
2024-06-19,Midwest_US,28.2,18.0,0.0,summer
2024-06-20,Midwest_US,27.9,24.8,0.0,summer
2024-06-21,Midwest_US,29.2,0.0,0.0,summer
2024-06-22,Midwest_US,26.9,15.0,0.0,summer
2024-06-23,Midwest_US,29.6,23.2,0.0,summer
2024-06-24,Midwest_US,29.6,0.0,0.0,summer
2024-06-25,Midwest_US,29.4,0.0,0.0,summer
2024-06-26,Midwest_US,28.1,0.0,0.0,summer
2024-06-27,Midwest_US,29.9,32.0,0.0,summer
2024-06-28,Midwest_US,30.6,0.0,0.0,summer
2024-06-29,Midwest_US,26.2,0.0,0.0,summer
2024-06-30,Midwest_US,23.2,17.1,0.0,summer
2024-07-01,Midwest_US,27.5,19.5,0.0,summer
2024-07-02,Midwest_US,30.9,0.0,0.0,summer
2024-07-03,Midwest_US,28.6,0.0,0.0,summer
2024-07-04,Midwest_US,29.5,17.9,0.0,summer
2024-07-05,Midwest_US,34.2,0.0,0.0,summer
2024-07-06,Midwest_US,30.7,0.0,0.0,summer
2024-07-07,Midwest_US,27.1,39.7,0.0,summer
2024-07-08,Midwest_US,26.1,0.0,0.0,summer
2024-07-09,Midwest_US,28.7,0.0,0.0,summer
2024-07-10,Midwest_US,28.5,0.0,0.0,summer
2024-07-11,Midwest_US,27.8,0.0,0.0,summer
2024-07-12,Midwest_US,28.0,30.4,0.0,summer
2024-07-13,Midwest_US,26.5,15.0,0.0,summer
2024-07-14,Midwest_US,32.7,40.0,0.0,summer
2024-07-15,Midwest_US,29.3,18.9,0.0,summer
2024-07-16,Midwest_US,23.1,0.0,0.0,summer
2024-07-17,Midwest_US,25.6,0.0,0.0,summer
2024-07-18,Midwest_US,31.0,28.4,0.0,summer
2024-07-19,Midwest_US,33.6,0.0,0.0,summer
2024-07-20,Midwest_US,32.5,0.0,0.0,summer
2024-07-21,Midwest_US,29.0,0.0,0.0,summer
2024-07-22,Midwest_US,26.9,0.0,0.0,summer
2024-07-23,Midwest_US,28.5,0.0,0.0,summer
2024-07-24,Midwest_US,26.4,0.0,0.0,summer
2024-07-25,Midwest_US,26.7,27.7,0.0,summer
2024-07-26,Midwest_US,25.9,0.0,0.0,summer
2024-07-27,Midwest_US,33.8,0.0,0.0,summer
2024-07-28,Midwest_US,28.2,0.0,0.0,summer
2024-07-29,Midwest_US,29.3,0.0,0.0,summer
2024-07-30,Midwest_US,30.9,0.0,0.0,summer
2024-07-31,Midwest_US,29.1,0.0,0.0,summer
2024-08-01,Midwest_US,24.5,0.0,0.0,summer
2024-08-02,Midwest_US,26.8,14.1,0.0,summer
2024-08-03,Midwest_US,25.9,0.0,0.0,summer
2024-08-04,Midwest_US,24.9,0.0,0.0,summer
2024-08-05,Midwest_US,26.9,0.0,0.0,summer
2024-08-06,Midwest_US,24.0,0.0,0.0,summer
2024-08-07,Midwest_US,30.3,0.0,0.0,summer
2024-08-08,Midwest_US,26.0,0.0,0.0,summer
2024-08-09,Midwest_US,24.9,15.5,0.0,summer
2024-08-10,Midwest_US,28.4,0.0,0.0,summer
2024-08-11,Midwest_US,22.9,0.0,0.0,summer
2024-08-12,Midwest_US,26.4,0.0,0.0,summer
2024-08-13,Midwest_US,24.6,0.0,0.0,summer
2024-08-14,Midwest_US,29.8,0.0,0.0,summer
2024-08-15,Midwest_US,28.1,0.0,0.0,summer
2024-08-16,Midwest_US,25.7,0.0,0.0,summer
2024-08-17,Midwest_US,29.3,16.2,0.0,summer
2024-08-18,Midwest_US,32.1,7.4,0.0,summer
2024-08-19,Midwest_US,27.3,6.8,0.0,summer
2024-08-20,Midwest_US,27.5,0.0,0.0,summer
2024-08-21,Midwest_US,23.5,17.2,0.0,summer
2024-08-22,Midwest_US,20.5,0.0,0.0,summer
2024-08-23,Midwest_US,25.5,0.0,0.0,summer
2024-08-24,Midwest_US,24.9,1.9,0.0,summer
2024-08-25,Midwest_US,26.7,0.0,0.0,summer
2024-08-26,Midwest_US,22.4,0.0,0.0,summer
2024-08-27,Midwest_US,22.3,0.0,0.0,summer
2024-08-28,Midwest_US,20.9,0.0,0.0,summer
2024-08-29,Midwest_US,21.3,0.0,0.0,summer
2024-08-30,Midwest_US,23.6,0.0,0.0,summer
2024-08-31,Midwest_US,25.7,0.0,0.0,summer
2024-09-01,Midwest_US,22.4,0.0,0.0,fall
2024-09-02,Midwest_US,22.3,15.5,0.0,fall
2024-09-03,Midwest_US,28.0,12.1,0.0,fall
2024-09-04,Midwest_US,21.9,0.0,0.0,fall
2024-09-05,Midwest_US,21.8,0.0,0.0,fall
2024-09-06,Midwest_US,21.1,7.8,0.0,fall
2024-09-07,Midwest_US,17.1,0.0,0.0,fall
2024-09-08,Midwest_US,25.3,5.6,0.0,fall
2024-09-09,Midwest_US,21.7,0.0,0.0,fall
2024-09-10,Midwest_US,22.7,0.0,0.0,fall
2024-09-11,Midwest_US,25.1,0.0,0.0,fall
2024-09-12,Midwest_US,22.7,0.0,0.0,fall
2024-09-13,Midwest_US,23.0,0.0,0.0,fall
2024-09-14,Midwest_US,20.9,0.0,0.0,fall
2024-09-15,Midwest_US,20.6,0.0,0.0,fall
2024-09-16,Midwest_US,25.4,0.0,0.0,fall
2024-09-17,Midwest_US,17.9,38.8,0.0,fall
2024-09-18,Midwest_US,15.8,0.0,0.0,fall
2024-09-19,Midwest_US,19.0,0.0,0.0,fall
2024-09-20,Midwest_US,23.0,0.0,0.0,fall
2024-09-21,Midwest_US,17.8,0.0,0.0,fall
2024-09-22,Midwest_US,19.5,0.0,0.0,fall
2024-09-23,Midwest_US,14.2,0.0,0.0,fall
2024-09-24,Midwest_US,19.9,0.0,0.0,fall
2024-09-25,Midwest_US,19.3,27.4,0.0,fall
2024-09-26,Midwest_US,15.8,2.0,0.0,fall
2024-09-27,Midwest_US,15.6,0.0,0.0,fall
2024-09-28,Midwest_US,15.2,0.0,0.0,fall
2024-09-29,Midwest_US,15.2,0.0,0.0,fall
2024-09-30,Midwest_US,16.1,0.0,0.0,fall
2024-10-01,Midwest_US,14.0,34.1,0.0,fall
2024-10-02,Midwest_US,21.9,0.0,0.0,fall
2024-10-03,Midwest_US,13.2,0.0,0.0,fall
2024-10-04,Midwest_US,12.3,0.0,0.0,fall
2024-10-05,Midwest_US,12.6,27.0,0.0,fall
2024-10-06,Midwest_US,13.5,0.0,0.0,fall
2024-10-07,Midwest_US,11.2,0.0,0.0,fall
2024-10-08,Midwest_US,12.5,14.5,0.0,fall
2024-10-09,Midwest_US,15.7,0.0,0.0,fall
2024-10-10,Midwest_US,12.7,35.6,0.0,fall
2024-10-11,Midwest_US,9.9,0.0,0.0,fall
2024-10-12,Midwest_US,15.4,29.4,0.0,fall
2024-10-13,Midwest_US,9.4,0.0,0.0,fall
2024-10-14,Midwest_US,10.4,0.0,0.0,fall
2024-10-15,Midwest_US,10.4,0.0,0.0,fall
2024-10-16,Midwest_US,8.7,0.0,0.0,fall
2024-10-17,Midwest_US,10.2,0.0,0.0,fall
2024-10-18,Midwest_US,10.1,0.0,0.0,fall
2024-10-19,Midwest_US,10.1,0.0,0.0,fall
2024-10-20,Midwest_US,10.9,0.0,0.0,fall
2024-10-21,Midwest_US,11.8,0.0,0.0,fall
2024-10-22,Midwest_US,10.5,0.0,0.0,fall
2024-10-23,Midwest_US,13.2,0.0,0.0,fall
2024-10-24,Midwest_US,9.3,0.0,0.0,fall
2024-10-25,Midwest_US,6.1,0.0,0.0,fall
2024-10-26,Midwest_US,7.6,0.0,0.0,fall
2024-10-27,Midwest_US,5.6,0.0,0.0,fall
2024-10-28,Midwest_US,4.8,12.7,0.0,fall
2024-10-29,Midwest_US,4.0,27.0,0.0,fall
2024-10-30,Midwest_US,8.8,0.0,0.0,fall
2024-10-31,Midwest_US,11.1,0.0,0.0,fall
2024-11-01,Midwest_US,9.2,0.0,23.4,fall
2024-11-02,Midwest_US,4.9,0.0,15.5,fall
2024-11-03,Midwest_US,6.2,0.0,21.2,fall
2024-11-04,Midwest_US,2.7,11.1,0.0,fall
2024-11-05,Midwest_US,3.8,19.0,0.0,fall
2024-11-06,Midwest_US,2.1,0.0,12.1,fall
2024-11-07,Midwest_US,3.4,12.4,0.0,fall
2024-11-08,Midwest_US,3.0,0.0,19.6,fall
2024-11-09,Midwest_US,1.5,13.6,0.0,fall
2024-11-10,Midwest_US,7.6,0.0,0.0,fall
2024-11-11,Midwest_US,0.6,0.0,0.0,fall
2024-11-12,Midwest_US,2.1,0.0,5.8,fall
2024-11-13,Midwest_US,3.6,0.0,0.0,fall
2024-11-14,Midwest_US,1.3,0.0,16.1,fall
2024-11-15,Midwest_US,-0.6,0.0,0.0,fall
2024-11-16,Midwest_US,-4.3,0.0,0.0,fall
2024-11-17,Midwest_US,-3.7,0.0,0.0,fall
2024-11-18,Midwest_US,3.6,14.6,5.7,fall
2024-11-19,Midwest_US,3.6,18.2,0.0,fall
2024-11-20,Midwest_US,0.1,12.9,0.0,fall
2024-11-21,Midwest_US,-1.2,6.0,0.0,fall
2024-11-22,Midwest_US,-3.8,0.0,7.9,fall
2024-11-23,Midwest_US,-0.1,0.0,0.0,fall
2024-11-24,Midwest_US,-0.4,0.0,0.0,fall
2024-11-25,Midwest_US,-3.3,0.0,2.9,fall
2024-11-26,Midwest_US,-2.7,12.8,0.0,fall
2024-11-27,Midwest_US,-2.9,24.5,4.7,fall
2024-11-28,Midwest_US,-2.6,6.7,0.0,fall
2024-11-29,Midwest_US,-4.0,0.0,0.0,fall
2024-11-30,Midwest_US,-3.3,0.0,0.0,fall
2024-12-01,Midwest_US,1.8,0.0,0.0,winter
2024-12-02,Midwest_US,-0.7,0.0,0.0,winter
2024-12-03,Midwest_US,-0.9,0.0,0.0,winter
2024-12-04,Midwest_US,0.6,0.0,22.3,winter
2024-12-05,Midwest_US,-7.1,0.0,0.0,winter
2024-12-06,Midwest_US,-2.9,33.6,20.9,winter
2024-12-07,Midwest_US,-6.2,0.0,0.0,winter
2024-12-08,Midwest_US,-4.1,0.0,0.0,winter
2024-12-09,Midwest_US,-6.4,0.0,0.0,winter
2024-12-10,Midwest_US,-4.2,20.3,22.2,winter
2024-12-11,Midwest_US,-6.3,0.0,14.8,winter
2024-12-12,Midwest_US,-9.1,0.0,13.4,winter
