country,machine_type,week_start,year,month,iso_week,bookings,revenue_usd,seasonality_index,demand_level
Australia,Scraper,2025-07-28,2025,7,31,1,6451,1.15,Low
Australia,Scraper,2025-08-04,2025,8,32,2,42218,1.1,Low
Australia,Scraper,2025-08-11,2025,8,33,4,41231,1.1,Low
Australia,Scraper,2025-08-18,2025,8,34,5,77357,1.1,Low
Australia,Scraper,2025-08-25,2025,8,35,3,14268,1.1,Low
Australia,Scraper,2025-09-01,2025,9,36,2,17244,1.3,Low
Australia,Scraper,2025-09-08,2025,9,37,5,43805,1.3,Low
Australia,Scraper,2025-09-22,2025,9,39,4,27214,1.3,Low
Australia,Scraper,2025-09-29,2025,9,40,2,34774,1.3,Low
Australia,Scraper,2025-10-06,2025,10,41,3,24556,1.4,Low
Australia,Scraper,2025-10-13,2025,10,42,3,38911,1.4,Low
Australia,Scraper,2025-10-20,2025,10,43,5,48041,1.4,Low
Australia,Scraper,2025-10-27,2025,10,44,4,45986,1.4,Low
Australia,Scraper,2025-11-03,2025,11,45,4,54521,1.35,Low
Australia,Scraper,2025-11-10,2025,11,46,4,40621,1.35,Low
Australia,Scraper,2025-11-17,2025,11,47,1,22164,1.35,Low
Australia,Scraper,2025-11-24,2025,11,48,6,56186,1.35,Medium
Australia,Scraper,2025-12-01,2025,12,49,3,23742,1.3,Low
Australia,Scraper,2025-12-15,2025,12,51,4,41486,1.3,Low
Australia,Scraper,2025-12-22,2025,12,52,4,78274,1.3,Low
Australia,Scraper,2026-01-05,2026,1,2,2,16329,1.3,Low
Australia,Scraper,2026-01-12,2026,1,3,2,8959,1.3,Low
Australia,Scraper,2026-01-19,2026,1,4,1,19818,1.3,Low
Australia,Scraper,2026-01-26,2026,1,5,4,48591,1.3,Low
Australia,Scraper,2026-02-02,2026,2,6,3,12577,1.35,Low
Australia,Scraper,2026-02-16,2026,2,8,5,59163,1.35,Low
Australia,Scraper,2026-02-23,2026,2,9,3,46550,1.35,Low
Australia,Scraper,2026-03-02,2026,3,10,1,11902,1.3,Low
Australia,Scraper,2026-03-09,2026,3,11,2,22174,1.3,Low
Australia,Scraper,2026-03-16,2026,3,12,1,5267,1.3,Low
Australia,Scraper,2026-03-23,2026,3,13,2,8955,1.3,Low
Australia,Scraper,2026-03-30,2026,3,14,3,38194,1.3,Low
Australia,Scraper,2026-04-06,2026,4,15,4,35225,1.45,Low
Australia,Scraper,2026-04-13,2026,4,16,3,21039,1.45,Low
Australia,Scraper,2026-04-20,2026,4,17,2,21013,1.45,Low
Australia,Scraper,2026-05-04,2026,5,19,1,26372,1.55,Low
Australia,Scraper,2026-05-11,2026,5,20,2,73714,1.55,Low
Australia,Scraper,2026-05-18,2026,5,21,3,39099,1.55,Low
Australia,Scraper,2026-05-25,2026,5,22,1,5435,1.55,Low
Australia,Scraper,2026-06-01,2026,6,23,2,13980,1.3,Low
Australia,Scraper,2026-06-08,2026,6,24,3,14100,1.3,Low
Australia,Scraper,2026-06-15,2026,6,25,2,32540,1.3,Low
Australia,Scraper,2026-06-22,2026,6,26,7,66092,1.3,Medium
Australia,Scraper,2026-06-29,2026,6,27,1,5599,1.3,Low
Australia,Skid Steer Loader,2023-01-02,2023,1,1,2,4336,1.2,Low
Australia,Skid Steer Loader,2023-01-09,2023,1,2,1,2390,1.2,Low
Australia,Skid Steer Loader,2023-01-16,2023,1,3,3,18134,1.2,Low
Australia,Skid Steer Loader,2023-01-30,2023,1,5,1,550,1.2,Low
Australia,Skid Steer Loader,2023-02-20,2023,2,8,2,5074,1.25,Low
Australia,Skid Steer Loader,2023-02-27,2023,2,9,1,1173,1.25,Low
Australia,Skid Steer Loader,2023-03-06,2023,3,10,3,6512,1.2,Low
Australia,Skid Steer Loader,2023-03-20,2023,3,12,2,8698,1.2,Low
Australia,Skid Steer Loader,2023-04-10,2023,4,15,2,5305,1.3,Low
Australia,Skid Steer Loader,2023-04-17,2023,4,16,2,7433,1.3,Low
Australia,Skid Steer Loader,2023-04-24,2023,4,17,1,5747,1.3,Low
Australia,Skid Steer Loader,2023-05-08,2023,5,19,1,3106,1.35,Low
Australia,Skid Steer Loader,2023-05-15,2023,5,20,1,641,1.35,Low
Australia,Skid Steer Loader,2023-05-22,2023,5,21,1,3564,1.35,Low
Australia,Skid Steer Loader,2023-05-29,2023,5,22,1,1191,1.35,Low
Australia,Skid Steer Loader,2023-06-05,2023,6,23,1,3503,1.2,Low
Australia,Skid Steer Loader,2023-06-12,2023,6,24,2,2070,1.2,Low
Australia,Skid Steer Loader,2023-06-19,2023,6,25,1,3727,1.2,Low
Australia,Skid Steer Loader,2023-06-26,2023,6,26,1,6094,1.2,Low
Australia,Skid Steer Loader,2023-07-03,2023,7,27,1,2704,1.1,Low
Australia,Skid Steer Loader,2023-07-10,2023,7,28,2,9062,1.1,Low
Australia,Skid Steer Loader,2023-07-17,2023,7,29,1,690,1.1,Low
Australia,Skid Steer Loader,2023-08-07,2023,8,32,1,589,1.1,Low
Australia,Skid Steer Loader,2023-08-21,2023,8,34,2,2425,1.1,Low
Australia,Skid Steer Loader,2023-08-28,2023,8,35,3,13428,1.1,Low
Australia,Skid Steer Loader,2023-09-04,2023,9,36,1,4350,1.2,Low
Australia,Skid Steer Loader,2023-09-11,2023,9,37,1,511,1.2,Low
Australia,Skid Steer Loader,2023-09-18,2023,9,38,1,2311,1.2,Low
Australia,Skid Steer Loader,2023-09-25,2023,9,39,1,2245,1.2,Low
Australia,Skid Steer Loader,2023-10-02,2023,10,40,4,11646,1.25,Low
Australia,Skid Steer Loader,2023-10-16,2023,10,42,2,9756,1.25,Low
Australia,Skid Steer Loader,2023-10-23,2023,10,43,1,4716,1.25,Low
Australia,Skid Steer Loader,2023-10-30,2023,10,44,1,2366,1.25,Low
Australia,Skid Steer Loader,2023-11-06,2023,11,45,1,2514,1.25,Low
Australia,Skid Steer Loader,2023-11-20,2023,11,47,2,7014,1.25,Low
Australia,Skid Steer Loader,2023-12-04,2023,12,49,1,1715,1.2,Low
Australia,Skid Steer Loader,2023-12-25,2023,12,52,1,3581,1.2,Low
Australia,Skid Steer Loader,2024-01-01,2024,1,1,2,1556,1.2,Low
Australia,Skid Steer Loader,2024-01-08,2024,1,2,2,12164,1.2,Low
Australia,Skid Steer Loader,2024-01-15,2024,1,3,2,9030,1.2,Low
Australia,Skid Steer Loader,2024-02-05,2024,2,6,1,1807,1.25,Low
Australia,Skid Steer Loader,2024-02-19,2024,2,8,2,5278,1.25,Low
Australia,Skid Steer Loader,2024-02-26,2024,2,9,1,1885,1.25,Low
Australia,Skid Steer Loader,2024-03-11,2024,3,11,1,2085,1.2,Low
Australia,Skid Steer Loader,2024-03-25,2024,3,13,1,2949,1.2,Low
Australia,Skid Steer Loader,2024-04-01,2024,4,14,3,8624,1.3,Low
Australia,Skid Steer Loader,2024-04-08,2024,4,15,1,2390,1.3,Low
Australia,Skid Steer Loader,2024-04-15,2024,4,16,1,2177,1.3,Low
Australia,Skid Steer Loader,2024-04-29,2024,4,18,1,648,1.3,Low
Australia,Skid Steer Loader,2024-05-13,2024,5,20,2,4502,1.35,Low
Australia,Skid Steer Loader,2024-05-20,2024,5,21,3,4189,1.35,Low
Australia,Skid Steer Loader,2024-05-27,2024,5,22,1,4438,1.35,Low
Australia,Skid Steer Loader,2024-06-24,2024,6,26,1,6998,1.2,Low
Australia,Skid Steer Loader,2024-07-08,2024,7,28,1,4131,1.1,Low
Australia,Skid Steer Loader,2024-07-15,2024,7,29,1,2639,1.1,Low
Australia,Skid Steer Loader,2024-07-22,2024,7,30,2,5731,1.1,Low
Australia,Skid Steer Loader,2024-07-29,2024,7,31,1,7783,1.1,Low
Australia,Skid Steer Loader,2024-08-12,2024,8,33,2,3329,1.1,Low
Australia,Skid Steer Loader,2024-08-19,2024,8,34,1,912,1.1,Low
Australia,Skid Steer Loader,2024-08-26,2024,8,35,1,3243,1.1,Low
Australia,Skid Steer Loader,2024-09-02,2024,9,36,2,8389,1.2,Low
Australia,Skid Steer Loader,2024-09-09,2024,9,37,1,3225,1.2,Low
Australia,Skid Steer Loader,2024-09-16,2024,9,38,3,17788,1.2,Low
Australia,Skid Steer Loader,2024-09-30,2024,9,40,2,8028,1.2,Low
Australia,Skid Steer Loader,2024-10-14,2024,10,42,1,1733,1.25,Low
Australia,Skid Steer Loader,2024-10-21,2024,10,43,2,11887,1.25,Low
Australia,Skid Steer Loader,2024-10-28,2024,10,44,3,10516,1.25,Low
Australia,Skid Steer Loader,2024-11-18,2024,11,47,1,1279,1.25,Low
Australia,Skid Steer Loader,2024-11-25,2024,11,48,2,7962,1.25,Low
Australia,Skid Steer Loader,2024-12-02,2024,12,49,1,1270,1.2,Low
Australia,Skid Steer Loader,2024-12-09,2024,12,50,1,2485,1.2,Low
Australia,Skid Steer Loader,2024-12-30,2024,12,1,2,3795,1.2,Low
Australia,Skid Steer Loader,2025-01-06,2025,1,2,3,23331,1.2,Low
Australia,Skid Steer Loader,2025-01-13,2025,1,3,1,2245,1.2,Low
Australia,Skid Steer Loader,2025-01-27,2025,1,5,1,3207,1.2,Low
Australia,Skid Steer Loader,2025-02-17,2025,2,8,2,7732,1.25,Low
Australia,Skid Steer Loader,2025-02-24,2025,2,9,2,5889,1.25,Low
Australia,Skid Steer Loader,2025-03-10,2025,3,11,1,2949,1.2,Low
Australia,Skid Steer Loader,2025-03-17,2025,3,12,2,8285,1.2,Low
Australia,Skid Steer Loader,2025-03-31,2025,3,14,2,7199,1.2,Low
Australia,Skid Steer Loader,2025-04-07,2025,4,15,2,5298,1.3,Low
Australia,Skid Steer Loader,2025-04-14,2025,4,16,2,3768,1.3,Low
Australia,Skid Steer Loader,2025-05-05,2025,5,19,2,11921,1.35,Low
Australia,Skid Steer Loader,2025-05-12,2025,5,20,1,15314,1.35,Low
Australia,Skid Steer Loader,2025-05-26,2025,5,22,1,1537,1.35,Low
Australia,Skid Steer Loader,2025-06-02,2025,6,23,2,2820,1.2,Low
Australia,Skid Steer Loader,2025-06-09,2025,6,24,1,2383,1.2,Low
Australia,Skid Steer Loader,2025-06-23,2025,6,26,1,5657,1.2,Low
Australia,Skid Steer Loader,2025-06-30,2025,6,27,1,2052,1.2,Low
Australia,Skid Steer Loader,2025-07-07,2025,7,28,3,8324,1.1,Low
Australia,Skid Steer Loader,2025-07-21,2025,7,30,1,3917,1.1,Low
Australia,Skid Steer Loader,2025-07-28,2025,7,31,1,1283,1.1,Low
Australia,Skid Steer Loader,2025-08-04,2025,8,32,4,11806,1.1,Low
Australia,Skid Steer Loader,2025-08-11,2025,8,33,1,2510,1.1,Low
Australia,Skid Steer Loader,2025-08-18,2025,8,34,1,3837,1.1,Low
Australia,Skid Steer Loader,2025-08-25,2025,8,35,1,2681,1.1,Low
Australia,Skid Steer Loader,2025-09-01,2025,9,36,1,4762,1.2,Low
Australia,Skid Steer Loader,2025-09-08,2025,9,37,1,2346,1.2,Low
Australia,Skid Steer Loader,2025-09-15,2025,9,38,2,10437,1.2,Low
Australia,Skid Steer Loader,2025-09-22,2025,9,39,1,1707,1.2,Low
Australia,Skid Steer Loader,2025-09-29,2025,9,40,4,8472,1.2,Low
Australia,Skid Steer Loader,2025-10-06,2025,10,41,1,1311,1.25,Low
Australia,Skid Steer Loader,2025-10-27,2025,10,44,1,2085,1.25,Low
Australia,Skid Steer Loader,2025-11-03,2025,11,45,2,21714,1.25,Low
Australia,Skid Steer Loader,2025-11-10,2025,11,46,1,1255,1.25,Low
Australia,Skid Steer Loader,2025-11-17,2025,11,47,2,6739,1.25,Low
Australia,Skid Steer Loader,2025-11-24,2025,11,48,1,571,1.25,Low
Australia,Skid Steer Loader,2025-12-01,2025,12,49,1,565,1.2,Low
Australia,Skid Steer Loader,2025-12-15,2025,12,51,2,3312,1.2,Low
Australia,Skid Steer Loader,2025-12-22,2025,12,52,1,511,1.2,Low
Australia,Skid Steer Loader,2026-01-12,2026,1,3,1,4305,1.2,Low
Australia,Skid Steer Loader,2026-01-26,2026,1,5,1,3795,1.2,Low
Australia,Skid Steer Loader,2026-02-09,2026,2,7,1,2302,1.25,Low
Australia,Skid Steer Loader,2026-02-16,2026,2,8,1,4041,1.25,Low
Australia,Skid Steer Loader,2026-02-23,2026,2,9,1,3073,1.25,Low
Australia,Skid Steer Loader,2026-03-02,2026,3,10,1,1296,1.2,Low
Australia,Skid Steer Loader,2026-03-23,2026,3,13,1,3689,1.2,Low
Australia,Skid Steer Loader,2026-03-30,2026,3,14,2,6023,1.2,Low
Australia,Skid Steer Loader,2026-04-06,2026,4,15,1,4430,1.3,Low
Australia,Skid Steer Loader,2026-05-18,2026,5,21,1,1621,1.35,Low
Australia,Skid Steer Loader,2026-05-25,2026,5,22,2,4118,1.35,Low
Australia,Skid Steer Loader,2026-06-01,2026,6,23,2,2695,1.2,Low
Australia,Skid Steer Loader,2026-06-15,2026,6,25,1,1444,1.2,Low
Australia,Skid Steer Loader,2026-06-22,2026,6,26,1,2064,1.2,Low
Australia,Skid Steer Loader,2026-06-29,2026,6,27,1,1690,1.2,Low
Australia,Wheel Loader,2023-01-02,2023,1,1,1,5100,1.3,Low
Australia,Wheel Loader,2023-01-09,2023,1,2,3,16544,1.3,Low
Australia,Wheel Loader,2023-01-16,2023,1,3,3,23684,1.3,Low
Australia,Wheel Loader,2023-01-23,2023,1,4,5,24481,1.3,Low
Australia,Wheel Loader,2023-01-30,2023,1,5,3,24328,1.3,Low
Australia,Wheel Loader,2023-02-06,2023,2,6,4,32183,1.35,Low
Australia,Wheel Loader,2023-02-13,2023,2,7,3,16614,1.35,Low
Australia,Wheel Loader,2023-02-20,2023,2,8,3,20623,1.35,Low
Australia,Wheel Loader,2023-02-27,2023,2,9,5,28954,1.35,Low
Australia,Wheel Loader,2023-03-06,2023,3,10,2,7029,1.3,Low
Australia,Wheel Loader,2023-03-13,2023,3,11,2,23372,1.3,Low
Australia,Wheel Loader,2023-03-20,2023,3,12,4,22445,1.3,Low
Australia,Wheel Loader,2023-04-03,2023,4,14,1,1354,1.4,Low
Australia,Wheel Loader,2023-04-10,2023,4,15,2,8832,1.4,Low
Australia,Wheel Loader,2023-04-17,2023,4,16,3,26206,1.4,Low
Australia,Wheel Loader,2023-05-01,2023,5,18,2,27833,1.5,Low
Australia,Wheel Loader,2023-05-08,2023,5,19,3,16073,1.5,Low
Australia,Wheel Loader,2023-05-15,2023,5,20,4,33785,1.5,Low
Australia,Wheel Loader,2023-05-22,2023,5,21,2,40278,1.5,Low
Australia,Wheel Loader,2023-05-29,2023,5,22,3,32456,1.5,Low
Australia,Wheel Loader,2023-06-12,2023,6,24,3,18162,1.3,Low
Australia,Wheel Loader,2023-06-19,2023,6,25,3,18520,1.3,Low
Australia,Wheel Loader,2023-07-03,2023,7,27,5,49672,1.2,Low
Australia,Wheel Loader,2023-07-10,2023,7,28,1,1410,1.2,Low
Australia,Wheel Loader,2023-07-17,2023,7,29,1,3542,1.2,Low
Australia,Wheel Loader,2023-07-24,2023,7,30,2,12635,1.2,Low
Australia,Wheel Loader,2023-07-31,2023,7,31,5,53850,1.2,Low
Australia,Wheel Loader,2023-08-07,2023,8,32,1,2979,1.15,Low
Australia,Wheel Loader,2023-08-21,2023,8,34,2,9946,1.15,Low
Australia,Wheel Loader,2023-08-28,2023,8,35,3,18474,1.15,Low
Australia,Wheel Loader,2023-09-04,2023,9,36,5,38351,1.3,Low
Australia,Wheel Loader,2023-09-11,2023,9,37,4,25017,1.3,Low
Australia,Wheel Loader,2023-09-18,2023,9,38,1,1542,1.3,Low
Australia,Wheel Loader,2023-09-25,2023,9,39,3,18223,1.3,Low
Australia,Wheel Loader,2023-10-02,2023,10,40,9,41947,1.4,Medium
Australia,Wheel Loader,2023-10-09,2023,10,41,5,30435,1.4,Low
Australia,Wheel Loader,2023-10-16,2023,10,42,4,29121,1.4,Low
Australia,Wheel Loader,2023-10-23,2023,10,43,3,33936,1.4,Low
Australia,Wheel Loader,2023-10-30,2023,10,44,4,44180,1.4,Low
Australia,Wheel Loader,2023-11-06,2023,11,45,2,4723,1.35,Low
Australia,Wheel Loader,2023-11-13,2023,11,46,4,42639,1.35,Low
Australia,Wheel Loader,2023-11-20,2023,11,47,3,21100,1.35,Low
Australia,Wheel Loader,2023-11-27,2023,11,48,4,27351,1.35,Low
Australia,Wheel Loader,2023-12-04,2023,12,49,3,11957,1.3,Low
Australia,Wheel Loader,2023-12-11,2023,12,50,1,4064,1.3,Low
Australia,Wheel Loader,2023-12-18,2023,12,51,2,8347,1.3,Low
Australia,Wheel Loader,2023-12-25,2023,12,52,3,10901,1.3,Low
Australia,Wheel Loader,2024-01-01,2024,1,1,4,21117,1.3,Low
Australia,Wheel Loader,2024-01-08,2024,1,2,4,36457,1.3,Low
Australia,Wheel Loader,2024-01-22,2024,1,4,1,2872,1.3,Low
Australia,Wheel Loader,2024-01-29,2024,1,5,6,40484,1.3,Medium
Australia,Wheel Loader,2024-02-05,2024,2,6,5,38991,1.35,Low
Australia,Wheel Loader,2024-02-12,2024,2,7,2,24637,1.35,Low
Australia,Wheel Loader,2024-02-19,2024,2,8,2,16296,1.35,Low
Australia,Wheel Loader,2024-02-26,2024,2,9,1,2096,1.35,Low
Australia,Wheel Loader,2024-03-04,2024,3,10,4,21097,1.3,Low
Australia,Wheel Loader,2024-03-11,2024,3,11,2,7162,1.3,Low
Australia,Wheel Loader,2024-03-18,2024,3,12,2,17551,1.3,Low
Australia,Wheel Loader,2024-03-25,2024,3,13,4,39233,1.3,Low
Australia,Wheel Loader,2024-04-01,2024,4,14,3,12286,1.4,Low
Australia,Wheel Loader,2024-04-15,2024,4,16,3,18166,1.4,Low
Australia,Wheel Loader,2024-04-22,2024,4,17,2,14680,1.4,Low
Australia,Wheel Loader,2024-04-29,2024,4,18,4,45574,1.4,Low
Australia,Wheel Loader,2024-05-06,2024,5,19,4,38088,1.5,Low
Australia,Wheel Loader,2024-05-13,2024,5,20,3,14516,1.5,Low
Australia,Wheel Loader,2024-05-20,2024,5,21,3,31163,1.5,Low
Australia,Wheel Loader,2024-05-27,2024,5,22,4,28461,1.5,Low
Australia,Wheel Loader,2024-06-03,2024,6,23,4,22134,1.3,Low
Australia,Wheel Loader,2024-06-10,2024,6,24,1,4661,1.3,Low
Australia,Wheel Loader,2024-07-01,2024,7,27,5,26866,1.2,Low
Australia,Wheel Loader,2024-07-08,2024,7,28,2,9457,1.2,Low
Australia,Wheel Loader,2024-07-15,2024,7,29,2,18708,1.2,Low
Australia,Wheel Loader,2024-07-22,2024,7,30,5,27943,1.2,Low
Australia,Wheel Loader,2024-07-29,2024,7,31,3,31549,1.2,Low
Australia,Wheel Loader,2024-08-05,2024,8,32,3,27378,1.15,Low
Australia,Wheel Loader,2024-08-12,2024,8,33,3,17910,1.15,Low
Australia,Wheel Loader,2024-08-19,2024,8,34,4,36690,1.15,Low
Australia,Wheel Loader,2024-08-26,2024,8,35,3,23016,1.15,Low
Australia,Wheel Loader,2024-09-02,2024,9,36,3,14487,1.3,Low
Australia,Wheel Loader,2024-09-09,2024,9,37,6,63368,1.3,Medium
Australia,Wheel Loader,2024-09-23,2024,9,39,4,28825,1.3,Low
Australia,Wheel Loader,2024-10-07,2024,10,41,2,5068,1.4,Low
Australia,Wheel Loader,2024-10-14,2024,10,42,2,6540,1.4,Low
Australia,Wheel Loader,2024-10-21,2024,10,43,7,62550,1.4,Medium
Australia,Wheel Loader,2024-10-28,2024,10,44,3,14402,1.4,Low
Australia,Wheel Loader,2024-11-04,2024,11,45,2,20123,1.35,Low
Australia,Wheel Loader,2024-11-11,2024,11,46,5,39346,1.35,Low
Australia,Wheel Loader,2024-11-18,2024,11,47,2,31829,1.35,Low
Australia,Wheel Loader,2024-11-25,2024,11,48,4,25220,1.35,Low
Australia,Wheel Loader,2024-12-02,2024,12,49,3,27607,1.3,Low
Australia,Wheel Loader,2024-12-09,2024,12,50,3,32015,1.3,Low
Australia,Wheel Loader,2024-12-16,2024,12,51,1,2660,1.3,Low
Australia,Wheel Loader,2024-12-23,2024,12,52,2,26394,1.3,Low
Australia,Wheel Loader,2024-12-30,2024,12,1,2,8501,1.3,Low
Australia,Wheel Loader,2025-01-06,2025,1,2,4,12978,1.3,Low
Australia,Wheel Loader,2025-01-13,2025,1,3,3,18222,1.3,Low
Australia,Wheel Loader,2025-01-20,2025,1,4,2,12972,1.3,Low
Australia,Wheel Loader,2025-01-27,2025,1,5,1,11366,1.3,Low
Australia,Wheel Loader,2025-02-03,2025,2,6,5,36714,1.35,Low
Australia,Wheel Loader,2025-02-10,2025,2,7,3,26021,1.35,Low
Australia,Wheel Loader,2025-02-17,2025,2,8,4,38920,1.35,Low
Australia,Wheel Loader,2025-02-24,2025,2,9,1,10873,1.35,Low
Australia,Wheel Loader,2025-03-03,2025,3,10,2,26040,1.3,Low
Australia,Wheel Loader,2025-03-10,2025,3,11,3,55738,1.3,Low
Australia,Wheel Loader,2025-03-17,2025,3,12,4,12982,1.3,Low
Australia,Wheel Loader,2025-03-31,2025,3,14,3,30337,1.3,Low
Australia,Wheel Loader,2025-04-21,2025,4,17,4,25302,1.4,Low
Australia,Wheel Loader,2025-04-28,2025,4,18,3,47608,1.4,Low
Australia,Wheel Loader,2025-05-05,2025,5,19,3,25613,1.5,Low
Australia,Wheel Loader,2025-05-12,2025,5,20,3,25815,1.5,Low
Australia,Wheel Loader,2025-05-26,2025,5,22,4,23509,1.5,Low
Australia,Wheel Loader,2025-06-02,2025,6,23,3,13115,1.3,Low
Australia,Wheel Loader,2025-06-09,2025,6,24,2,6270,1.3,Low
Australia,Wheel Loader,2025-06-16,2025,6,25,4,25458,1.3,Low
Australia,Wheel Loader,2025-06-23,2025,6,26,3,21300,1.3,Low
Australia,Wheel Loader,2025-06-30,2025,6,27,3,28581,1.3,Low
Australia,Wheel Loader,2025-07-07,2025,7,28,4,20191,1.2,Low
Australia,Wheel Loader,2025-07-14,2025,7,29,1,5439,1.2,Low
Australia,Wheel Loader,2025-07-21,2025,7,30,4,27635,1.2,Low
Australia,Wheel Loader,2025-07-28,2025,7,31,4,46408,1.2,Low
Australia,Wheel Loader,2025-08-04,2025,8,32,2,10721,1.15,Low
Australia,Wheel Loader,2025-08-11,2025,8,33,4,32770,1.15,Low
Australia,Wheel Loader,2025-08-18,2025,8,34,4,40379,1.15,Low
Australia,Wheel Loader,2025-08-25,2025,8,35,1,6713,1.15,Low
Australia,Wheel Loader,2025-09-01,2025,9,36,2,16432,1.3,Low
Australia,Wheel Loader,2025-09-08,2025,9,37,3,34893,1.3,Low
Australia,Wheel Loader,2025-09-15,2025,9,38,2,2513,1.3,Low
Australia,Wheel Loader,2025-09-22,2025,9,39,3,18497,1.3,Low
Australia,Wheel Loader,2025-09-29,2025,9,40,2,14701,1.3,Low
Australia,Wheel Loader,2025-10-06,2025,10,41,6,46774,1.4,Medium
Australia,Wheel Loader,2025-10-13,2025,10,42,3,46227,1.4,Low
Australia,Wheel Loader,2025-10-20,2025,10,43,1,4452,1.4,Low
Australia,Wheel Loader,2025-10-27,2025,10,44,2,10466,1.4,Low
Australia,Wheel Loader,2025-11-03,2025,11,45,4,33749,1.35,Low
Australia,Wheel Loader,2025-11-10,2025,11,46,3,16724,1.35,Low
Australia,Wheel Loader,2025-11-17,2025,11,47,3,16349,1.35,Low
Australia,Wheel Loader,2025-11-24,2025,11,48,2,9857,1.35,Low
Australia,Wheel Loader,2025-12-01,2025,12,49,3,17860,1.3,Low
Australia,Wheel Loader,2025-12-08,2025,12,50,2,8539,1.3,Low
Australia,Wheel Loader,2025-12-15,2025,12,51,2,12331,1.3,Low
Australia,Wheel Loader,2025-12-22,2025,12,52,1,1728,1.3,Low
Australia,Wheel Loader,2025-12-29,2025,12,1,2,25454,1.3,Low
Australia,Wheel Loader,2026-01-05,2026,1,2,4,24865,1.3,Low
Australia,Wheel Loader,2026-01-12,2026,1,3,1,12099,1.3,Low
Australia,Wheel Loader,2026-01-19,2026,1,4,1,2313,1.3,Low
Australia,Wheel Loader,2026-01-26,2026,1,5,2,15326,1.3,Low
Australia,Wheel Loader,2026-02-02,2026,2,6,6,29488,1.35,Medium
Australia,Wheel Loader,2026-02-09,2026,2,7,2,14071,1.35,Low
Australia,Wheel Loader,2026-02-16,2026,2,8,3,19205,1.35,Low
Australia,Wheel Loader,2026-02-23,2026,2,9,2,15679,1.35,Low
Australia,Wheel Loader,2026-03-02,2026,3,10,2,11978,1.3,Low
Australia,Wheel Loader,2026-03-09,2026,3,11,1,16018,1.3,Low
Australia,Wheel Loader,2026-03-16,2026,3,12,1,3052,1.3,Low
Australia,Wheel Loader,2026-03-23,2026,3,13,3,28994,1.3,Low
Australia,Wheel Loader,2026-04-06,2026,4,15,3,17171,1.4,Low
Australia,Wheel Loader,2026-04-13,2026,4,16,3,19683,1.4,Low
Australia,Wheel Loader,2026-04-20,2026,4,17,2,2994,1.4,Low
Australia,Wheel Loader,2026-04-27,2026,4,18,5,49954,1.4,Low
Australia,Wheel Loader,2026-05-04,2026,5,19,2,8376,1.5,Low
Australia,Wheel Loader,2026-05-11,2026,5,20,2,12383,1.5,Low
Australia,Wheel Loader,2026-05-18,2026,5,21,5,34363,1.5,Low
Australia,Wheel Loader,2026-05-25,2026,5,22,5,29300,1.5,Low
Australia,Wheel Loader,2026-06-01,2026,6,23,1,8820,1.3,Low
Australia,Wheel Loader,2026-06-08,2026,6,24,3,28696,1.3,Low
Australia,Wheel Loader,2026-06-15,2026,6,25,3,31500,1.3,Low
Australia,Wheel Loader,2026-06-22,2026,6,26,2,5444,1.3,Low
Australia,Wheel Loader,2026-06-29,2026,6,27,2,13169,1.3,Low
Germany,Backhoe Loader,2023-01-02,2023,1,1,1,2611,0.6,Low
Germany,Backhoe Loader,2023-01-09,2023,1,2,1,3771,0.6,Low
Germany,Backhoe Loader,2023-02-06,2023,2,6,1,3145,0.65,Low
Germany,Backhoe Loader,2023-02-13,2023,2,7,1,5206,0.65,Low
Germany,Backhoe Loader,2023-02-20,2023,2,8,1,1752,0.65,Low
Germany,Backhoe Loader,2023-02-27,2023,2,9,3,8642,0.65,Low
Germany,Backhoe Loader,2023-03-06,2023,3,10,2,7841,0.9,Low
Germany,Backhoe Loader,2023-03-13,2023,3,11,2,8612,0.9,Low
Germany,Backhoe Loader,2023-03-20,2023,3,12,3,6391,0.9,Low
Germany,Backhoe Loader,2023-03-27,2023,3,13,5,33424,0.9,Low
Germany,Backhoe Loader,2023-04-03,2023,4,14,4,16686,1.25,Low
Germany,Backhoe Loader,2023-04-10,2023,4,15,7,44990,1.25,Medium
Germany,Backhoe Loader,2023-04-17,2023,4,16,3,22250,1.25,Low
Germany,Backhoe Loader,2023-04-24,2023,4,17,2,20660,1.25,Low
Germany,Backhoe Loader,2023-05-01,2023,5,18,2,6059,1.5,Low
Germany,Backhoe Loader,2023-05-08,2023,5,19,6,24596,1.5,Medium
Germany,Backhoe Loader,2023-05-15,2023,5,20,5,34061,1.5,Low
Germany,Backhoe Loader,2023-05-22,2023,5,21,4,9471,1.5,Low
Germany,Backhoe Loader,2023-05-29,2023,5,22,6,23749,1.5,Medium
Germany,Backhoe Loader,2023-06-05,2023,6,23,3,18045,1.6,Low
Germany,Backhoe Loader,2023-06-12,2023,6,24,2,5174,1.6,Low
Germany,Backhoe Loader,2023-06-19,2023,6,25,5,31307,1.6,Low
Germany,Backhoe Loader,2023-06-26,2023,6,26,7,38339,1.6,Medium
Germany,Backhoe Loader,2023-07-03,2023,7,27,3,12364,1.55,Low
Germany,Backhoe Loader,2023-07-10,2023,7,28,6,30460,1.55,Medium
Germany,Backhoe Loader,2023-07-17,2023,7,29,2,11384,1.55,Low
Germany,Backhoe Loader,2023-07-24,2023,7,30,3,12403,1.55,Low
