asset_id,qr_code,rfid_tag,asset_name,equipment_type,manufacturer,model,serial_number,purchase_year,engine_type,fuel_type,fuel_capacity_l,horsepower,operating_weight_kg,country,current_site_id,current_status,total_engine_hours,expected_life_hours,last_service_date,next_service_due,daily_rental_rate,purchase_cost,condition,ownership,iot_enabled,image_url
MAC00089,QR-00089-DBFXA2,RFID94257872,Caterpillar 336F #0089,Excavator,Caterpillar,336F,CAT2773203,2022,Diesel,Diesel,400,261,24618,Australia,SITE0101,maintenance,4834,12000,2022-03-30,2022-07-11,1022,207390,Fair,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00090,QR-00090-6DQA4S,RFID88872698,Linde H30D #0090,Forklift,Linde,H30D,LIN3459638,2022,Diesel,Electric,55,68,5445,Germany,SITE0049,maintenance,2651,12000,2022-03-07,2022-08-28,263,50906,Poor,Leased,True,https://images.catrental.com/assets/forklift.jpg
MAC00091,QR-00091-UPSPAG,RFID13448448,JCB JS205 #0091,Excavator,JCB,JS205,JCB4911403,2019,Diesel,Diesel,400,293,18089,India,SITE0165,rented,9991,12000,2022-04-08,2022-10-16,544,126373,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00092,QR-00092-6YV2VP,RFID77737903,Caterpillar 777G #0092,Dump Truck,Caterpillar,777G,CAT9571450,2022,Diesel,Diesel,750,186,14455,India,SITE0110,available,4993,18000,2022-11-18,2023-02-26,331,59003,Poor,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00093,QR-00093-MB6XGK,RFID84250773,Volvo L120H #0093,Wheel Loader,Volvo,L120H,VOL2887319,2021,Diesel,Diesel,380,229,14462,USA,SITE0155,rented,2921,13000,2022-11-16,2023-05-03,684,174844,Fair,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00094,QR-00094-NIJWAQ,RFID51928769,Caterpillar CS78B #0094,Road Roller,Caterpillar,CS78B,CAT7313511,2020,Diesel,Diesel,200,152,7587,Germany,SITE0049,available,3919,9000,2022-05-30,2022-10-09,594,105036,Excellent,Owned,False,https://images.catrental.com/assets/road-roller.jpg
MAC00095,QR-00095-TTSW5E,RFID44699521,Crown SC 6000 #0095,Forklift,Crown,SC 6000,CRO5461367,2020,Electric-Hybrid,LPG,55,62,5962,USA,SITE0170,rented,7772,12000,2022-03-13,2022-07-07,180,47022,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00096,QR-00096-X9XF3H,RFID64677550,Caterpillar 320D #0096,Excavator,Caterpillar,320D,CAT7002000,2020,Diesel,Diesel,400,271,18807,Germany,SITE0180,rented,5750,12000,2021-12-09,2022-04-11,1006,243112,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00097,QR-00097-6KKFED,RFID52665624,Komatsu D65PX-18 #0097,Bulldozer,Komatsu,D65PX-18,KOM7045102,2019,Diesel,Diesel,620,447,30546,Australia,SITE0159,rented,4068,15000,2022-12-20,2023-04-01,1447,272482,Fair,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00098,QR-00098-T805QT,RFID23005444,Toyota 8FGCU25 #0098,Forklift,Toyota,8FGCU25,TOY1701806,2024,Diesel,Diesel,55,67,4241,USA,SITE0048,available,1361,12000,2022-03-31,2022-10-16,195,39631,Excellent,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00099,QR-00099-ZTLSUY,RFID22119306,JCB VMT 860 #0099,Road Roller,JCB,VMT 860,JCB7640884,2025,Diesel,Diesel,200,164,9459,India,SITE0045,rented,100,9000,2022-03-31,2022-08-01,298,64636,Good,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00100,QR-00100-MCCYC3,RFID82184638,Caterpillar 420F #0100,Backhoe Loader,Caterpillar,420F,CAT1746392,2024,Electric-Hybrid,Diesel,130,142,8872,Germany,SITE0085,rented,2183,10000,2022-08-27,2023-01-31,593,126587,Fair,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00101,QR-00101-K8JB79,RFID46771858,Caterpillar CS56B #0101,Road Roller,Caterpillar,CS56B,CAT3279801,2021,Electric-Hybrid,Diesel,200,167,10578,India,SITE0051,rented,5326,9000,2022-01-30,2022-06-16,249,51610,Good,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00102,QR-00102-18GSVP,RFID42550031,Caterpillar D9T #0102,Bulldozer,Caterpillar,D9T,CAT6176130,2022,Diesel,Diesel,620,385,25279,Australia,SITE0096,rented,3139,15000,2022-12-17,2023-06-10,1337,284750,Excellent,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00103,QR-00103-ZYFGGK,RFID70656527,Schwing Stetter AM 7 CBM #0103,Concrete Mixer,Schwing Stetter,AM 7 CBM,SCH1153613,2021,Electric-Hybrid,Diesel,300,152,8870,India,SITE0103,available,5247,8000,2022-09-05,2022-11-17,238,47606,Good,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00104,QR-00104-TSNC19,RFID12015146,Caterpillar 420F #0104,Backhoe Loader,Caterpillar,420F,CAT5214454,2020,Diesel,Diesel,130,152,10234,India,SITE0030,rented,7461,10000,2022-06-24,2022-12-29,230,61727,Fair,Leased,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00105,QR-00105-EZ24WP,RFID29766881,Komatsu PC200-8 #0105,Excavator,Komatsu,PC200-8,KOM8484573,2024,Diesel,Diesel,400,320,13431,Australia,SITE0119,rented,1090,12000,2022-12-25,2023-05-03,1052,195043,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00106,QR-00106-NJSLEU,RFID41213772,Hamm 3520 #0106,Road Roller,Hamm,3520,HAM3832054,2023,Diesel,Diesel,200,186,10215,India,SITE0098,available,3145,9000,2022-05-09,2022-10-05,291,72391,Poor,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00107,QR-00107-FG79KT,RFID75934922,Caterpillar 950GC #0107,Wheel Loader,Caterpillar,950GC,CAT2869043,2020,Diesel,Diesel,380,236,19962,USA,SITE0120,rented,8540,13000,2022-09-22,2022-12-10,785,159681,Excellent,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00108,QR-00108-6MAT2C,RFID61945598,Caterpillar D8T #0108,Bulldozer,Caterpillar,D8T,CAT2220978,2018,Diesel,Diesel,620,442,22588,Germany,SITE0141,available,8796,15000,2022-06-20,2022-10-01,1407,347621,Excellent,Owned,False,https://images.catrental.com/assets/bulldozer.jpg
MAC00109,QR-00109-5A4520,RFID79082162,Komatsu D65PX-18 #0109,Bulldozer,Komatsu,D65PX-18,KOM4850679,2022,Diesel,Diesel,620,431,25134,Australia,SITE0071,rented,3472,15000,2022-09-05,2023-01-27,1369,251678,Excellent,Leased,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00110,QR-00110-3HTNCV,RFID39184664,Caterpillar 349F #0110,Excavator,Caterpillar,349F,CAT1897366,2020,Electric-Hybrid,Diesel,400,304,19794,India,SITE0011,rented,8598,12000,2022-08-19,2023-02-04,471,114987,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00111,QR-00111-2UPVSF,RFID90376344,Volvo L120H #0111,Wheel Loader,Volvo,L120H,VOL7475947,2019,Diesel,Diesel,380,227,20845,Germany,SITE0176,rented,7364,13000,2022-04-13,2022-08-16,914,180352,Fair,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00112,QR-00112-ZGEHUI,RFID70334957,JCB 3DX Xtra #0112,Backhoe Loader,JCB,3DX Xtra,JCB7397798,2021,Diesel,Diesel,130,154,8358,Germany,SITE0164,available,6929,10000,2021-12-23,2022-07-09,458,94151,Excellent,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00113,QR-00113-7ZUHFB,RFID25699847,JCB JS205 #0113,Excavator,JCB,JS205,JCB9634963,2020,Diesel,Diesel,400,268,14990,USA,SITE0100,rented,9000,12000,2022-10-04,2023-04-14,818,224890,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00114,QR-00114-ET3GND,RFID18282820,Caterpillar 320D #0114,Excavator,Caterpillar,320D,CAT7479928,2022,Diesel,Diesel,400,318,16439,USA,SITE0172,rented,2091,12000,2022-03-21,2022-09-20,936,206177,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00115,QR-00115-LO9LYD,RFID10489883,Caterpillar EP18NT #0115,Forklift,Caterpillar,EP18NT,CAT4271345,2021,Diesel,Electric,55,72,3050,Germany,SITE0179,available,8358,12000,2022-02-06,2022-05-12,254,55680,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00116,QR-00116-P6OJC6,RFID62745872,Doosan P185WDO #0116,Air Compressor,Doosan,P185WDO,DOO8313384,2021,Diesel,Diesel,120,58,2933,Germany,SITE0018,rented,6627,10000,2022-01-13,2022-03-25,197,51559,Fair,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00117,QR-00117-BWNUHP,RFID37152527,Komatsu D65PX-18 #0117,Bulldozer,Komatsu,D65PX-18,KOM8875791,2021,Diesel,Diesel,620,415,24802,India,SITE0023,available,3540,15000,2022-03-04,2022-07-10,755,146583,Good,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00118,QR-00118-TYX2CB,RFID89371251,Caterpillar 336F #0118,Excavator,Caterpillar,336F,CAT8926872,2022,Electric-Hybrid,Diesel,400,267,18532,USA,SITE0079,rented,5592,12000,2022-02-09,2022-05-10,897,200690,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00119,QR-00119-U3GA9T,RFID10784416,Caterpillar 420F #0119,Backhoe Loader,Caterpillar,420F,CAT9757314,2019,Diesel,Diesel,130,170,13100,India,SITE0077,available,9468,10000,2022-07-01,2022-12-24,279,65474,Good,Owned,False,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00120,QR-00120-2DY4TK,RFID91678422,Godwin CD150M #0120,Water Pump,Godwin,CD150M,GOD4101741,2023,Electric-Hybrid,Diesel,60,56,3230,India,SITE0055,rented,3450,8000,2022-08-02,2023-01-07,77,20298,Excellent,Leased,True,https://images.catrental.com/assets/water-pump.jpg
MAC00121,QR-00121-N4BPSA,RFID87574875,Caterpillar 16M3 #0121,Motor Grader,Caterpillar,16M3,CAT5926603,2023,Diesel,Diesel,415,279,25240,USA,SITE0073,rented,2560,14000,2022-11-08,2023-04-05,1057,197322,Excellent,Owned,False,https://images.catrental.com/assets/motor-grader.jpg
MAC00122,QR-00122-HE4QGF,RFID85160586,Caterpillar 770G #0122,Dump Truck,Caterpillar,770G,CAT3880263,2025,Diesel,Diesel,750,205,15555,India,SITE0015,rented,284,18000,2022-12-04,2023-05-30,309,80484,Excellent,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00123,QR-00123-O772NR,RFID17907766,Tadano ATF 60G-3 #0123,Mobile Crane,Tadano,ATF 60G-3,TAD2216146,2023,Diesel,Diesel,500,567,36933,Australia,SITE0091,available,2215,20000,2022-10-23,2023-04-08,1531,393911,Excellent,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00124,QR-00124-P0BN85,RFID69134843,Caterpillar 390F #0124,Excavator,Caterpillar,390F,CAT4119384,2024,Diesel,Diesel,400,313,14486,India,SITE0058,rented,1597,12000,2022-11-17,2023-04-06,535,91915,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00125,QR-00125-ULK3FU,RFID72857546,Caterpillar 390F #0125,Excavator,Caterpillar,390F,CAT6238826,2020,Electric-Hybrid,Diesel,400,297,20056,Germany,SITE0008,maintenance,6391,12000,2022-11-17,2023-05-25,1118,232495,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00126,QR-00126-9HLTH1,RFID19492312,Crown SC 6000 #0126,Forklift,Crown,SC 6000,CRO3369793,2024,Diesel,LPG,55,65,3461,Australia,SITE0130,available,1258,12000,2021-12-27,2022-07-06,228,40897,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00127,QR-00127-13M7PC,RFID46642579,Hyster H50FT #0127,Forklift,Hyster,H50FT,HYS9791561,2025,Electric-Hybrid,Diesel,55,72,4343,India,SITE0020,available,100,12000,2022-05-21,2022-09-23,123,28155,Excellent,Leased,True,https://images.catrental.com/assets/forklift.jpg
MAC00128,QR-00128-OEBMQP,RFID47138074,Sykes CP150 #0128,Water Pump,Sykes,CP150,SYK5998189,2022,Diesel,Diesel,60,49,3260,India,SITE0082,rented,4995,8000,2022-09-06,2023-02-10,82,22452,Excellent,Leased,True,https://images.catrental.com/assets/water-pump.jpg
MAC00129,QR-00129-BWLA9D,RFID41349369,Toyota 8FGCU25 #0129,Forklift,Toyota,8FGCU25,TOY2797513,2022,Diesel,Diesel,55,76,4388,USA,SITE0067,rented,4447,12000,2021-12-04,2022-04-26,199,46918,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00130,QR-00130-WOW7L7,RFID45976961,Komatsu D155A-6 #0130,Bulldozer,Komatsu,D155A-6,KOM3821761,2025,Diesel,Diesel,620,428,35967,India,SITE0153,maintenance,100,15000,2022-01-06,2022-04-21,604,163029,Good,Owned,False,https://images.catrental.com/assets/bulldozer.jpg
MAC00131,QR-00131-LM576M,RFID97869173,Godwin CD150M #0131,Water Pump,Godwin,CD150M,GOD2324391,2024,Diesel,Diesel,60,50,4253,Germany,SITE0064,rented,1077,8000,2022-06-01,2022-08-12,156,31719,Good,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00132,QR-00132-6X3B9K,RFID93488889,Caterpillar DE165 #0132,Generator,Caterpillar,DE165,CAT1470606,2024,Diesel,Diesel,220,95,6648,India,SITE0023,rented,1034,15000,2022-07-03,2022-12-03,146,31323,Good,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00133,QR-00133-CKWDHX,RFID92594049,Caterpillar 262D3 #0133,Skid Steer Loader,Caterpillar,262D3,CAT2080611,2021,Diesel,Diesel,100,113,6116,India,SITE0027,available,5140,9000,2021-12-07,2022-04-18,183,38209,Excellent,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00134,QR-00134-OP63CT,RFID68952764,Caterpillar CS56B #0134,Road Roller,Caterpillar,CS56B,CAT1322484,2018,Electric-Hybrid,Diesel,200,160,13337,India,SITE0047,maintenance,15761,9000,2022-03-11,2022-05-13,287,61287,Poor,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00135,QR-00135-AOQ14M,RFID11080445,Hyster H50FT #0135,Forklift,Hyster,H50FT,HYS4775348,2023,Diesel,Diesel,55,70,5485,India,SITE0023,rented,2917,12000,2022-03-09,2022-08-11,108,26090,Excellent,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00136,QR-00136-HHLDA2,RFID86680961,Caterpillar 320D #0136,Excavator,Caterpillar,320D,CAT3507382,2022,Diesel,Diesel,400,300,24127,Australia,SITE0091,available,3201,12000,2022-02-13,2022-05-31,959,186907,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00137,QR-00137-OHE7KY,RFID71275566,Terex AC 100/4L #0137,Mobile Crane,Terex,AC 100/4L,TER7442888,2022,Diesel,Diesel,500,544,44910,Australia,SITE0130,available,6339,20000,2022-11-02,2023-01-23,1489,328201,Poor,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00138,QR-00138-8IY525,RFID28987151,Komatsu HD465-7 #0138,Dump Truck,Komatsu,HD465-7,KOM4874616,2023,Electric-Hybrid,Diesel,750,181,12545,Australia,SITE0068,rented,2423,18000,2022-06-12,2022-08-22,573,147178,Good,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00139,QR-00139-GP8D20,RFID32940063,Caterpillar 390F #0139,Excavator,Caterpillar,390F,CAT1102663,2019,Diesel,Diesel,400,279,24357,USA,SITE0177,available,6068,12000,2022-09-07,2023-03-26,979,218876,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00140,QR-00140-TCVL0Y,RFID73142083,Ajax Fiori ARGO 4000 #0140,Concrete Mixer,Ajax Fiori,ARGO 4000,AJA6575333,2019,Diesel,Diesel,300,143,6565,Germany,SITE0180,available,11688,8000,2022-04-01,2022-09-03,453,86619,Excellent,Owned,False,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00141,QR-00141-VF6RGS,RFID54519864,Komatsu PC200-8 #0141,Excavator,Komatsu,PC200-8,KOM7298799,2024,Diesel,Diesel,400,316,21131,India,SITE0082,transit,731,12000,2022-11-27,2023-06-15,541,116194,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00142,QR-00142-CDK9X0,RFID80450969,Caterpillar 336F #0142,Excavator,Caterpillar,336F,CAT3608640,2023,Diesel,Diesel,400,259,25167,India,SITE0097,transit,2545,12000,2022-09-05,2022-12-08,508,109500,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00143,QR-00143-4EPM7Z,RFID23856023,Toyota 8FGCU25 #0143,Forklift,Toyota,8FGCU25,TOY4674504,2019,Diesel,LPG,55,71,3124,Germany,SITE0179,available,11077,12000,2022-08-12,2022-11-18,262,53415,Excellent,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00144,QR-00144-QM6DTE,RFID19534513,SANY SY308C-8 #0144,Concrete Mixer,SANY,SY308C-8,SAN8381477,2018,Diesel,Diesel,300,141,11944,India,SITE0178,rented,9528,8000,2021-12-30,2022-04-28,201,60197,Good,Leased,False,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00145,QR-00145-7BI8TJ,RFID93226902,Liebherr HTM 1004 #0145,Concrete Mixer,Liebherr,HTM 1004,LIE3002052,2018,Electric-Hybrid,Diesel,300,133,6905,India,SITE0040,rented,8349,8000,2022-04-04,2022-07-28,236,59433,Fair,Leased,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00146,QR-00146-NZ7DSO,RFID58542593,JCB 3CX Compact #0146,Backhoe Loader,JCB,3CX Compact,JCB1680808,2022,Diesel,Diesel,130,146,8686,India,SITE0171,available,3857,10000,2022-06-13,2022-12-07,285,54310,Excellent,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00147,QR-00147-KVGG4N,RFID68229002,Sullair 185 #0147,Air Compressor,Sullair,185,SUL1143212,2023,Diesel,Diesel,120,55,5315,USA,SITE0043,rented,2980,10000,2022-06-01,2022-10-27,174,36646,Fair,Owned,False,https://images.catrental.com/assets/air-compressor.jpg
MAC00148,QR-00148-W8TR98,RFID92906190,Doosan P185WDO #0148,Air Compressor,Doosan,P185WDO,DOO9610706,2023,Diesel,Diesel,120,65,5211,Germany,SITE0174,rented,2997,10000,2022-01-18,2022-07-28,187,41670,Excellent,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00149,QR-00149-89GNCT,RFID40187291,Volvo A40G #0149,Dump Truck,Volvo,A40G,VOL5726703,2021,Diesel,Diesel,750,176,9919,India,SITE0077,available,8430,18000,2022-08-31,2022-12-03,323,62439,Fair,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00150,QR-00150-2OYYR2,RFID63871859,Kubota SSV75 #0150,Skid Steer Loader,Kubota,SSV75,KUB8833357,2022,Diesel,Diesel,100,108,8742,Germany,SITE0012,maintenance,3717,9000,2022-08-17,2023-01-18,394,62522,Good,Owned,False,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00151,QR-00151-P6EGKA,RFID11062915,Putzmeister TMM 24-4 #0151,Concrete Mixer,Putzmeister,TMM 24-4,PUT2066731,2021,Diesel,Diesel,300,150,11621,USA,SITE0112,maintenance,6383,8000,2022-04-18,2022-09-22,431,107578,Good,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00152,QR-00152-E7A5JI,RFID88987309,Putzmeister TMM 24-4 #0152,Concrete Mixer,Putzmeister,TMM 24-4,PUT4048820,2024,Diesel,Diesel,300,128,8308,Germany,SITE0049,maintenance,1221,8000,2022-07-30,2023-01-20,446,96653,Excellent,Leased,False,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00153,QR-00153-5H3QOX,RFID71457996,SANY SY308C-8 #0153,Concrete Mixer,SANY,SY308C-8,SAN6313929,2024,Diesel,Diesel,300,123,11444,Germany,SITE0174,maintenance,1907,8000,2022-11-02,2023-03-19,450,88375,Excellent,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00154,QR-00154-D7KFN8,RFID47495084,Putzmeister TMM 24-4 #0154,Concrete Mixer,Putzmeister,TMM 24-4,PUT8493277,2025,Diesel,Diesel,300,134,11435,USA,SITE0039,available,100,8000,2022-06-26,2023-01-12,374,79801,Excellent,Leased,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00155,QR-00155-OM0F6Q,RFID27724374,Caterpillar 390F #0155,Excavator,Caterpillar,390F,CAT9875764,2020,Electric-Hybrid,Diesel,400,283,16879,Germany,SITE0141,rented,8342,12000,2022-01-19,2022-03-26,1085,254234,Good,Owned,False,https://images.catrental.com/assets/excavator.jpg
MAC00156,QR-00156-A7LS9B,RFID30398821,JCB JS205 #0156,Excavator,JCB,JS205,JCB2054981,2023,Electric-Hybrid,Diesel,400,315,15021,USA,SITE0099,rented,3162,12000,2022-05-21,2022-12-04,803,185661,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00157,QR-00157-TWD96H,RFID36590626,Caterpillar 320D #0157,Excavator,Caterpillar,320D,CAT7677265,2023,Electric-Hybrid,Diesel,400,299,17226,Australia,SITE0026,rented,2455,12000,2022-10-29,2023-02-21,956,184703,Fair,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00158,QR-00158-34Y6FF,RFID69417375,Komatsu D155A-6 #0158,Bulldozer,Komatsu,D155A-6,KOM6909755,2023,Diesel,Diesel,620,429,21421,USA,SITE0131,rented,3435,15000,2022-10-27,2023-03-31,1168,275577,Good,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00159,QR-00159-MBO6TQ,RFID78645744,Tadano ATF 60G-3 #0159,Mobile Crane,Tadano,ATF 60G-3,TAD9510677,2024,Diesel,Diesel,500,498,33701,USA,SITE0112,transit,819,20000,2022-05-27,2022-08-17,1451,310266,Fair,Leased,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00160,QR-00160-Z8R2W7,RFID45183616,Caterpillar 420F #0160,Backhoe Loader,Caterpillar,420F,CAT4068301,2022,Diesel,Diesel,130,164,9979,India,SITE0020,rented,2838,10000,2022-02-04,2022-05-31,230,49679,Fair,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00161,QR-00161-W1K9M9,RFID85977102,Hitachi ZX350 #0161,Excavator,Hitachi,ZX350,HIT1283322,2025,Diesel,Diesel,400,305,21228,Australia,SITE0160,available,180,12000,2022-01-01,2022-07-10,846,178021,Fair,Owned,False,https://images.catrental.com/assets/excavator.jpg
MAC00162,QR-00162-3WZ5I4,RFID25400191,SnowEx HDV #0162,Snow Plow,SnowEx,HDV,SNO5064165,2025,Attachment-No-Engine,Electric,90,106,7333,USA,SITE0099,available,100,6000,2022-12-06,2023-05-14,354,75846,Excellent,Leased,True,https://images.catrental.com/assets/snow-plow.jpg
MAC00163,QR-00163-5C1GXS,RFID48496836,Volvo L120H #0163,Wheel Loader,Volvo,L120H,VOL1227365,2025,Electric-Hybrid,Diesel,380,223,19195,Germany,SITE0009,rented,100,13000,2022-07-19,2022-10-25,843,196312,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00164,QR-00164-D9JC1Y,RFID54284913,Caterpillar 349F #0164,Excavator,Caterpillar,349F,CAT7178837,2020,Electric-Hybrid,Diesel,400,274,20012,Germany,SITE0179,available,7248,12000,2022-02-14,2022-05-02,890,180828,Good,Owned,False,https://images.catrental.com/assets/excavator.jpg
MAC00165,QR-00165-JPFAWX,RFID22897516,Komatsu GD655-6 #0165,Motor Grader,Komatsu,GD655-6,KOM1304676,2021,Diesel,Diesel,415,324,14712,USA,SITE0112,rented,5569,14000,2022-12-31,2023-04-05,938,182941,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00166,QR-00166-HFRRCV,RFID34880515,Ingersoll Rand P185WJD #0166,Air Compressor,Ingersoll Rand,P185WJD,ING8961904,2022,Diesel,Diesel,120,60,3751,USA,SITE0112,available,5045,10000,2022-12-13,2023-06-24,186,42633,Good,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00167,QR-00167-ED1LG8,RFID87607161,Hamm 3520 #0167,Road Roller,Hamm,3520,HAM4406031,2021,Diesel,Diesel,200,157,8435,USA,SITE0151,rented,5224,9000,2022-09-16,2023-02-02,545,103938,Excellent,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00168,QR-00168-ZAPUOL,RFID99305963,Terex AC 100/4L #0168,Mobile Crane,Terex,AC 100/4L,TER1115555,2020,Electric-Hybrid,Diesel,500,512,29199,Germany,SITE0065,rented,6866,20000,2022-08-08,2023-02-06,1801,349610,Good,Owned,False,https://images.catrental.com/assets/mobile-crane.jpg
MAC00169,QR-00169-OMZQB0,RFID46560856,Caterpillar 777G #0169,Dump Truck,Caterpillar,777G,CAT1386775,2021,Electric-Hybrid,Diesel,750,193,16193,USA,SITE0050,rented,4855,18000,2022-07-15,2022-09-21,537,150795,Excellent,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00170,QR-00170-NDTQYP,RFID41510394,Tadano ATF 60G-3 #0170,Mobile Crane,Tadano,ATF 60G-3,TAD4007253,2021,Diesel,Diesel,500,556,36316,India,SITE0045,maintenance,6850,20000,2022-05-07,2022-07-08,834,157871,Good,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00171,QR-00171-0LJC6W,RFID63086054,Bomag BW 213 #0171,Road Roller,Bomag,BW 213,BOM5901629,2021,Diesel,Diesel,200,181,9318,India,SITE0086,available,4919,9000,2022-07-15,2022-11-19,272,61942,Fair,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00172,QR-00172-IVSE00,RFID39330100,Crown SC 6000 #0172,Forklift,Crown,SC 6000,CRO3451220,2020,Diesel,Diesel,55,64,3310,India,SITE0103,rented,8731,12000,2022-01-29,2022-05-12,121,25659,Fair,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00173,QR-00173-KZOM2E,RFID26865926,Caterpillar 390F #0173,Excavator,Caterpillar,390F,CAT4233244,2024,Diesel,Diesel,400,272,13297,Germany,SITE0137,rented,1373,12000,2022-04-10,2022-09-06,926,214251,Good,Owned,False,https://images.catrental.com/assets/excavator.jpg
MAC00174,QR-00174-2H5LOM,RFID89846877,Komatsu HD465-7 #0174,Dump Truck,Komatsu,HD465-7,KOM3287748,2019,Electric-Hybrid,Diesel,750,173,13054,India,SITE0032,available,8917,18000,2022-07-02,2022-09-27,353,57296,Fair,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00175,QR-00175-JLNDIT,RFID59792980,Kubota SSV75 #0175,Skid Steer Loader,Kubota,SSV75,KUB4173453,2023,Diesel,Diesel,100,112,5834,USA,SITE0044,rented,3148,9000,2022-06-30,2022-11-13,293,81031,Fair,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00176,QR-00176-KXZO0Y,RFID98319658,Caterpillar 14M3 #0176,Motor Grader,Caterpillar,14M3,CAT1314011,2021,Electric-Hybrid,Diesel,415,328,20793,India,SITE0020,rented,5127,14000,2022-09-16,2022-12-12,484,105317,Good,Leased,False,https://images.catrental.com/assets/motor-grader.jpg
MAC00177,QR-00177-X9PKQG,RFID15038516,Tadano ATF 60G-3 #0177,Mobile Crane,Tadano,ATF 60G-3,TAD2504422,2022,Diesel,Diesel,500,475,29667,India,SITE0165,rented,5290,20000,2022-12-06,2023-03-15,928,174645,Good,Leased,True,https://images.catrental.com/assets/mobile-crane.jpg
